OBJECTID,TRACTCE10,GEOID10,NAME10,PLNG_REGIO,last_edited_date,Total_housing_units,Occupied_housing_units,Percent_Occupied_housing_units,Vacant_housing_units,Percent_Vacant_housing_units,Homeowner_vacancy_rate,Rental_vacancy_rate,One_unit_detatched_housing_unit,Housing_units_built_since_2000,Owner_occupied_housing_units,Renter_occupied_housing_units,GlobalID,Pop_Chng_per_SqMi_2000_2010,Percent_1Unit_Detached,Pct_Units_Built_Since_2000,Units_Built_1980_to_1999,Units_Built_1979_or_Earlier,Pct_Units_Built_1979_or_Earlier,Pct_Owner_Occ_HousUnits,Pct_Renter_Occ_Units
344,050534,13135050534,505.34,ARC 10,2015-05-21T19:06:00.000Z,2758,2694,97.7,64,2.3,0,0,2069,687,1718,976,{B9CE9914-945F-485F-87D7-3E5F6F5D975C},1034.4,75,24.9,1493,578,21,63.8,36.2
345,050723,13135050723,507.23,ARC 10,2015-05-21T19:06:00.000Z,2378,2182,91.8,196,8.2,4.9,7.7,2307,820,1764,418,{6B75424B-72F2-46B8-A1B6-FCF7EA8838A2},284.7,97,34.5,1318,240,10.1,80.8,19.2
346,050435,13135050435,504.35,ARC 10,2015-05-21T19:06:00.000Z,1296,1212,93.5,84,6.5,4.4,4,949,109,737,475,{0C1A3B28-2999-4EAF-BD23-19DDD524D99D},68.8,73.2,8.4,802,385,29.7,60.8,39.2
347,050531,13135050531,505.31,ARC 10,2015-05-21T19:06:00.000Z,2490,2280,91.6,210,8.4,3.7,0,2072,487,1314,966,{476D1138-23BC-4142-AAC6-AD0A38D6B2EC},560.7,83.2,19.6,1381,622,25,57.6,42.4
348,050533,13135050533,505.33,ARC 10,2015-05-21T19:06:00.000Z,2545,2347,92.2,198,7.8,2.5,11.9,2283,361,1630,717,{46525E87-35F0-4307-ADFB-9EC76699002B},776.8,89.7,14.2,1984,200,7.9,69.5,30.5
349,050436,13135050436,504.36,ARC 10,2015-05-21T19:06:00.000Z,2698,2496,92.5,202,7.5,0,7.2,1283,646,973,1523,{FFF7AB21-A341-47C0-96C3-660B137B57F3},684.1,47.6,23.9,1474,578,21.4,39,61
350,050433,13135050433,504.33,ARC 10,2015-05-21T19:06:00.000Z,1044,930,89.1,114,10.9,0,13.7,449,0,356,574,{77B26CB8-EC5E-47A5-B9B9-BD3FB038FF04},450,43,0,766,278,26.6,38.3,61.7
351,050432,13135050432,504.32,ARC 10,2015-05-21T19:06:00.000Z,2047,1869,91.3,178,8.7,0,2,1777,133,1527,342,{F1146740-7E60-481E-812E-60D37C3AF877},243.2,86.8,6.5,1168,746,36.4,81.7,18.3
352,050434,13135050434,504.34,ARC 10,2015-05-21T19:06:00.000Z,2746,2358,85.9,388,14.1,0,14.9,685,121,803,1555,{38E76A70-9F26-4BEB-A6BF-B47A39EF8663},720,24.9,4.4,2326,299,10.9,34.1,65.9
353,050321,13135050321,503.21,ARC 10,2015-05-21T19:06:00.000Z,1499,1464,97.7,35,2.3,1.6,0,1438,157,1447,17,{9367107B-10FD-42DC-AC04-71554447EDE3},-12,95.9,10.5,1069,273,18.2,98.8,1.2
354,100903,13217100903,1009.03,ARC 20,2015-05-21T19:06:00.000Z,2387,1914,80.2,473,19.8,0,0,2298,782,1494,420,{DF9CBE29-B1E8-48CA-AF95-55A2B1EBA626},344,96.3,32.8,1204,401,16.8,78.1,21.9
355,100902,13217100902,1009.02,ARC 20,2015-05-21T19:06:00.000Z,1970,1832,93,138,7,3.8,0,1901,462,1511,321,{50104AB8-9E3D-48F2-8E2B-AFB83E21C8C7},287.8,96.5,23.5,1177,331,16.8,82.5,17.5
356,100901,13217100901,1009.01,ARC 20,2015-05-21T19:06:00.000Z,3796,3485,91.8,311,8.2,1.9,7.7,3739,1473,3089,396,{4C8A0C5C-4DFE-403A-9C43-C75D5CF48930},205.7,98.5,38.8,1986,337,8.9,88.6,11.4
357,100201,13217100201,1002.01,ARC 20,2015-05-21T19:06:00.000Z,2146,2056,95.8,90,4.2,0.1,6,1948,675,1620,436,{A1145B99-713D-47E8-9AD7-94013E46CF27},31.4,90.8,31.5,1018,453,21.1,78.8,21.2
358,100501,13217100501,1005.01,ARC 20,2015-05-21T19:06:00.000Z,5558,4930,88.7,628,11.3,3.3,7.6,4599,3200,3469,1461,{67C4E272-413D-4402-887B-6A9A30622DC8},1071.6,82.7,57.6,1799,559,10.1,70.4,29.6
359,100800,13217100800,1008,ARC 20,2015-05-21T19:06:00.000Z,3518,3018,85.8,500,14.2,1.3,14.9,3051,1681,2447,571,{BCE6A581-4663-4662-BB7A-3C9C0B345FD4},98.4,86.7,47.8,862,975,27.7,81.1,18.9
360,100202,13217100202,1002.02,ARC 20,2015-05-21T19:06:00.000Z,1936,1733,89.5,203,10.5,2.9,0,1781,771,1493,240,{FE049284-1E77-43D8-A24D-E093E325D3D8},32.7,92,39.8,926,239,12.3,86.2,13.8
361,100700,13217100700,1007,ARC 20,2015-05-21T19:06:00.000Z,2450,2015,82.2,435,17.8,2.1,4,1782,415,926,1089,{F3846920-C0DF-4B10-AC4E-525ADAACE456},146.8,72.7,16.9,910,1125,45.9,46,54
362,100600,13217100600,1006,ARC 20,2015-05-21T19:06:00.000Z,2575,2017,78.3,558,21.7,12.2,16.5,2190,1115,1192,825,{9D9037C2-7D6E-4EA7-B97D-E640653E0554},190.1,85,43.3,608,852,33.1,59.1,40.9
363,100502,13217100502,1005.02,ARC 20,2015-05-21T19:06:00.000Z,2979,2788,93.6,191,6.4,0,4.4,2210,1331,1804,984,{34E42D5E-749F-4CF3-9CA1-1C4BDDFD0E1B},434.9,74.2,44.7,1199,449,15.1,64.7,35.3
364,100400,13217100400,1004,ARC 20,2015-05-21T19:06:00.000Z,1257,1076,85.6,181,14.4,5,17.5,947,158,570,506,{93D5A7E0-A5C7-4D44-9100-4ACCDDD6FA4E},34.8,75.3,12.6,301,798,63.5,53,47
365,100300,13217100300,1003,ARC 20,2015-05-21T19:06:00.000Z,3434,3124,91,310,9,3.2,0,2778,1185,1887,1237,{F1D1021E-A2BC-4A52-AE43-BF48B9D920A2},190,80.9,34.5,705,1544,45,60.4,39.6
366,100100,13217100100,1001,ARC 20,2015-05-21T19:06:00.000Z,4266,3852,90.3,414,9.7,0.3,7.2,3899,1352,3359,493,{E83C4628-1034-4678-BB76-2A814675045B},77,91.4,31.7,1568,1346,31.6,87.2,12.8
367,050322,13135050322,503.22,ARC 10,2015-05-21T19:06:00.000Z,1500,1451,96.7,49,3.3,0.9,0,1500,34,1378,73,{A45938E1-1BF2-4E05-B6A6-700A55E261AB},-170.5,100,2.3,1377,89,5.9,95,5
368,050318,13135050318,503.18,ARC 10,2015-05-21T19:06:00.000Z,1200,1034,86.2,166,13.8,0,13,15,122,173,861,{F3900780-D949-4813-B365-79D36805CAF3},-76.7,1.3,10.2,736,342,28.5,16.7,83.3
369,050320,13135050320,503.20,ARC 10,2015-05-21T19:06:00.000Z,1722,1466,85.1,256,14.9,0,21,759,145,597,869,{A37F9BE7-988A-454E-8DA4-811472748217},165.7,44.1,8.4,974,603,35,40.7,59.3
370,050317,13135050317,503.17,ARC 10,2015-05-21T19:06:00.000Z,1782,1423,79.9,359,20.1,6,16.7,26,194,125,1298,{714AC8FB-76D5-430F-8DDB-62DF7D33BD1F},-1340,1.5,10.9,1059,529,29.7,8.8,91.2
371,050220,13135050220,502.20,ARC 10,2015-05-21T19:06:00.000Z,3006,2682,89.2,324,10.8,16,7.4,545,396,656,2026,{38903A00-8399-4CB8-A59A-99F1490B0781},573.3,18.1,13.2,2258,352,11.7,24.5,75.5
372,050214,13135050214,502.14,ARC 10,2015-05-21T19:06:00.000Z,2984,2740,91.8,244,8.2,5.9,4.6,2713,603,2305,435,{2D668AAD-3F14-4292-87F2-530EACBFD4FC},212.9,90.9,20.2,2210,171,5.7,84.1,15.9
373,050218,13135050218,502.18,ARC 10,2015-05-21T19:06:00.000Z,1338,1303,97.4,35,2.6,0,8,1119,70,898,405,{141AEC7D-0FEA-403D-84D7-4DD01B039909},81.5,83.6,5.2,866,402,30,68.9,31.1
374,050209,13135050209,502.09,ARC 10,2015-05-21T19:06:00.000Z,3605,3460,96,145,4,1.7,6.1,1792,1319,1683,1777,{709E3349-FCE5-4818-B743-470D2AF05032},699.6,49.7,36.6,1633,653,18.1,48.6,51.4
375,050217,13135050217,502.17,ARC 10,2015-05-21T19:06:00.000Z,3828,3498,91.4,330,8.6,2.8,4.9,1966,2172,1898,1600,{146C2602-3B3A-488F-8011-19FAFA4E37C6},1133.6,51.4,56.7,1416,240,6.3,54.3,45.7
376,050529,13135050529,505.29,ARC 10,2015-05-21T19:06:00.000Z,1435,1259,87.7,176,12.3,0,27.5,1092,149,866,393,{B73D768C-23CA-4D63-9E33-9EA94601C945},86.7,76.1,10.4,1136,150,10.5,68.8,31.2
377,050530,13135050530,505.30,ARC 10,2015-05-21T19:06:00.000Z,2025,1932,95.4,93,4.6,2.8,8.8,1643,774,1726,206,{E6B31F86-0D1E-4918-BC2A-41570FFB8A3D},892.1,81.1,38.2,1211,40,2,89.3,10.7
378,050538,13135050538,505.38,ARC 10,2015-05-21T19:06:00.000Z,2436,2277,93.5,159,6.5,2.3,12.1,2353,189,2088,189,{0093C388-1A6B-4E44-9910-060D81BFACBC},163.5,96.6,7.8,2095,152,6.2,91.7,8.3
379,050525,13135050525,505.25,ARC 10,2015-05-21T19:06:00.000Z,2817,2424,86,393,14,9.8,9.7,2657,550,2178,246,{024B04E0-B6CE-4ABB-9110-07E6FC11AD27},250.3,94.3,19.5,2131,136,4.8,89.9,10.1
380,050528,13135050528,505.28,ARC 10,2015-05-21T19:06:00.000Z,1641,1581,96.3,60,3.7,4.4,0,1623,372,1317,264,{85844A01-B838-4312-998F-56E8B48748A9},210.5,98.9,22.7,1027,242,14.7,83.3,16.7
381,050605,13135050605,506.05,ARC 10,2015-05-21T19:06:00.000Z,4709,4230,89.8,479,10.2,2.2,7,4087,2202,3345,885,{40F364CB-6DEF-4B8D-824C-CDB43F8F086B},866.1,86.8,46.8,2352,155,3.3,79.1,20.9
382,050606,13135050606,506.06,ARC 10,2015-05-21T19:06:00.000Z,7030,6495,92.4,535,7.6,1,7.4,6066,4302,5378,1117,{BD199BAA-0A44-46CF-BEEB-C8641330B82F},862.5,86.3,61.2,2101,627,8.9,82.8,17.2
383,050210,13135050210,502.10,ARC 10,2015-05-21T19:06:00.000Z,2748,2530,92.1,218,7.9,3,6.9,1125,1779,1233,1297,{6A01D79C-B212-4F75-8829-BEA7B496693A},614.5,40.9,64.7,844,125,4.5,48.7,51.3
384,050213,13135050213,502.13,ARC 10,2015-05-21T19:06:00.000Z,3642,3528,96.9,114,3.1,2.6,6.1,3530,1531,3053,475,{AA28965C-B4A5-412B-9249-A57F649F50B2},928.2,96.9,42,1881,230,6.3,86.5,13.5
385,050208,13135050208,502.08,ARC 10,2015-05-21T19:06:00.000Z,2487,2201,88.5,286,11.5,1.7,18.1,981,1491,1416,785,{3C4B64E5-B538-4209-88B3-8D52EBA18F69},980,39.4,60,981,15,0.6,64.3,35.7
386,050212,13135050212,502.12,ARC 10,2015-05-21T19:06:00.000Z,3798,3738,98.4,60,1.6,0,0,3674,1564,3526,212,{1E2844DD-C3B1-46A2-BEDC-54A30F85545C},706.2,96.7,41.2,2187,47,1.2,94.3,5.7
387,050109,13135050109,501.09,ARC 10,2015-05-21T19:06:00.000Z,2608,2171,83.2,437,16.8,2.1,29.9,2172,1363,1699,472,{2FB62F6C-9284-4A34-A5B1-3EF7C83911E2},894.4,83.3,52.3,941,304,11.7,78.3,21.7
388,050107,13135050107,501.07,ARC 10,2015-05-21T19:06:00.000Z,2517,2314,91.9,203,8.1,0,0,2347,1563,2106,208,{C1A4AAF6-E132-44CC-A48A-20BB86605009},621,93.2,62.1,866,88,3.5,91,9
389,050108,13135050108,501.08,ARC 10,2015-05-21T19:06:00.000Z,3029,2985,98.5,44,1.5,1.5,0,2992,1551,2836,149,{685AB221-F26E-435B-8519-5F0241001FBC},921.6,98.8,51.2,1251,227,7.5,95,5
390,050105,13135050105,501.05,ARC 10,2015-05-21T19:06:00.000Z,1317,1202,91.3,115,8.7,2.3,3.2,1106,143,589,613,{9E048186-EECF-440B-8E42-13BEE27E5F77},-70.9,84,10.9,557,617,46.8,49,51
391,050103,13135050103,501.03,ARC 10,2015-05-21T19:06:00.000Z,3738,3238,86.6,500,13.4,2.7,12.3,3148,1069,2537,701,{9D02C28B-B885-4772-B59D-CF8D6AE8D65C},346.9,84.2,28.6,1791,878,23.5,78.4,21.6
392,050422,13135050422,504.22,ARC 10,2015-05-21T19:06:00.000Z,2511,2217,88.3,294,11.7,8.7,7,902,362,797,1420,{2AE493F6-E7DE-4612-81CB-76E3E22C5A71},477,35.9,14.4,1445,704,28,35.9,64.1
393,050304,13135050304,503.04,ARC 10,2015-05-21T19:06:00.000Z,2168,1957,90.3,211,9.7,0,11.1,607,745,425,1532,{AFABD932-7426-416A-9E78-BFC4EEC11AC0},524.3,28,34.4,682,741,34.2,21.7,78.3
394,050419,13135050419,504.19,ARC 10,2015-05-21T19:06:00.000Z,2599,2320,89.3,279,10.7,4.2,10,1226,222,1108,1212,{A5922930-5C2A-4427-806A-E4A8A4686591},367.6,47.2,8.5,1408,969,37.3,47.8,52.2
395,050306,13135050306,503.06,ARC 10,2015-05-21T19:06:00.000Z,1192,1096,91.9,96,8.1,0,5.8,929,132,526,570,{572A53FE-8688-41DE-875E-E2E818C7B755},-79.5,77.9,11.1,379,681,57.1,48,52
396,050106,13135050106,501.06,ARC 10,2015-05-21T19:06:00.000Z,3664,3228,88.1,436,11.9,0,12,1927,1344,1896,1332,{087FAE39-1F7A-425A-A2C8-CFC263BEC19B},302.5,52.6,36.7,1558,762,20.8,58.7,41.3
397,050205,13135050205,502.05,ARC 10,2015-05-21T19:06:00.000Z,1777,1612,90.7,165,9.3,0,14.5,794,204,847,765,{FE8144C4-E5E7-4516-96EB-73A099CF777A},-203,44.7,11.5,990,583,32.8,52.5,47.5
398,050417,13135050417,504.17,ARC 10,2015-05-21T19:06:00.000Z,2158,1707,79.1,451,20.9,8.5,24.2,631,142,574,1133,{4E6EB7F9-BF13-4936-8EB3-9DF36738AF0C},41,29.2,6.6,1158,858,39.8,33.6,66.4
399,050314,13135050314,503.14,ARC 10,2015-05-21T19:06:00.000Z,3488,3304,94.7,184,5.3,4.1,2.6,1811,942,1438,1866,{11EDE154-FF8D-401E-BDA9-A327A0F26BB0},1386.2,51.9,27,2312,234,6.7,43.5,56.5
400,050308,13135050308,503.08,ARC 10,2015-05-21T19:06:00.000Z,1244,1180,94.9,64,5.1,1.7,11.9,1205,239,1076,104,{29D1C903-74F1-4C4A-8267-FFFF74C40154},70.9,96.9,19.2,820,185,14.9,91.2,8.8
401,050309,13135050309,503.09,ARC 10,2015-05-21T19:06:00.000Z,3392,3148,92.8,244,7.2,0.5,9.9,2280,397,2219,929,{474BDB34-C5E7-4EE9-AB1A-1B592A776028},133.1,67.2,11.7,2670,325,9.6,70.5,29.5
402,050313,13135050313,503.13,ARC 10,2015-05-21T19:06:00.000Z,2712,2121,78.2,591,21.8,3.1,10.2,2263,345,1671,450,{AA016C5C-AE91-4C3C-A9DA-1E598C1A4DCF},195,83.4,12.7,1640,727,26.8,78.8,21.2
403,050311,13135050311,503.11,ARC 10,2015-05-21T19:06:00.000Z,1003,992,98.9,11,1.1,0,0,763,317,838,154,{3B8ACEA5-EBF5-487B-9370-88392E8F5D25},293.2,76.1,31.6,260,426,42.5,84.5,15.5
404,050310,13135050310,503.10,ARC 10,2015-05-21T19:06:00.000Z,2535,2356,92.9,179,7.1,0,12.1,658,530,1740,616,{D2A48715-8F18-4234-B943-0949B6A5FD1E},79.7,26,20.9,1377,628,24.8,73.9,26.1
405,050424,13135050424,504.24,ARC 10,2015-05-21T19:06:01.000Z,2607,2318,88.9,289,11.1,0,16.5,1110,161,963,1355,{9A03D8B8-3D9D-4179-B9A7-EFF8B4BE1B57},302.1,42.6,6.2,1876,570,21.9,41.5,58.5
406,050421,13135050421,504.21,ARC 10,2015-05-21T19:06:01.000Z,2788,2578,92.5,210,7.5,6.3,3.7,944,682,802,1776,{B913BA68-F722-4036-8DA3-46E8B4ABF840},394.8,33.9,24.5,1569,537,19.3,31.1,68.9
407,050315,13135050315,503.15,ARC 10,2015-05-21T19:06:01.000Z,2360,2055,87.1,305,12.9,0,12.1,573,117,645,1410,{2296072F-4697-40E2-A557-6301EAF80D60},-878.2,24.3,5,1538,705,29.9,31.4,68.6
408,050418,13135050418,504.18,ARC 10,2015-05-21T19:06:01.000Z,2843,2212,77.8,631,22.2,6.6,19.2,557,157,381,1831,{21B6F96E-EE41-4F6C-A83E-5E1BE8C38F66},-736.3,19.6,5.5,2091,595,20.9,17.2,82.8
409,050521,13135050521,505.21,ARC 10,2015-05-21T19:06:01.000Z,1920,1511,78.7,409,21.3,11.9,17,1225,37,882,629,{F727948B-73F8-45EA-8420-5C332F35033A},-161.8,63.8,1.9,1198,685,35.7,58.4,41.6
410,050522,13135050522,505.22,ARC 10,2015-05-21T19:06:01.000Z,1857,1788,96.3,69,3.7,0,8.1,1134,206,1005,783,{CE68E0C2-0585-4D7B-AEDB-CD557C61FAC6},254.4,61.1,11.1,977,674,36.3,56.2,43.8
411,050520,13135050520,505.20,ARC 10,2015-05-21T19:06:01.000Z,2038,1696,83.2,342,16.8,3.7,14.1,860,426,583,1113,{FDCC5E04-BD1F-47CC-B98C-D8A6AE2BDF10},66.8,42.2,20.9,699,913,44.8,34.4,65.6
412,050511,13135050511,505.11,ARC 10,2015-05-21T19:06:01.000Z,3713,3237,87.2,476,12.8,3.3,14.5,2096,1548,2123,1114,{EF0E02DD-5BEA-40B7-AA77-8F5E989A3472},816.2,56.5,41.7,1841,324,8.7,65.6,34.4
413,050714,13135050714,507.14,ARC 10,2015-05-21T19:06:01.000Z,1880,1731,92.1,149,7.9,1.9,0,1715,315,1443,288,{96FDCD0F-AC7B-4AE3-9F1D-0D74266A6F64},216.6,91.2,16.8,977,588,31.3,83.4,16.6
414,050429,13135050429,504.29,ARC 10,2015-05-21T19:06:01.000Z,2433,2276,93.5,157,6.5,1.3,14.8,2408,277,1976,300,{16E094E2-03A2-4CCD-8872-1C9E700EF7A5},33.4,99,11.4,1104,1052,43.2,86.8,13.2
415,050713,13135050713,507.13,ARC 10,2015-05-21T19:06:01.000Z,2348,2320,98.8,28,1.2,0,0,2302,462,2119,201,{745D0CFC-A623-48BD-8D3D-B1738EFECFAB},470,98,19.7,1533,353,15,91.3,8.7
416,050423,13135050423,504.23,ARC 10,2015-05-21T19:06:01.000Z,2654,2360,88.9,294,11.1,2.3,12.3,1353,282,984,1376,{4A03FB27-9D8C-406B-8AE7-0CF9E0E65013},765.2,51,10.6,1794,578,21.8,41.7,58.3
417,050410,13135050410,504.10,ARC 10,2015-05-21T19:06:01.000Z,2073,1651,79.6,422,20.4,7.4,15.7,1409,264,917,734,{CB2E7511-D533-4855-A235-CC38A28D1A50},130,68,12.7,1143,666,32.1,55.5,44.5
418,050720,13135050720,507.20,ARC 10,2015-05-21T19:06:01.000Z,2687,2648,98.5,39,1.5,0,0,2628,723,2349,299,{521A737F-8386-4E58-863F-8327F1D5C7F2},159.5,97.8,26.9,1238,726,27,88.7,11.3
419,050712,13135050712,507.12,ARC 10,2015-05-21T19:06:01.000Z,2439,2270,93.1,169,6.9,0,0,2260,479,1945,325,{4AE6CE8D-3D1E-4114-9677-BC2E658BA13E},103.8,92.7,19.6,1173,787,32.3,85.7,14.3
420,050719,13135050719,507.19,ARC 10,2015-05-21T19:06:01.000Z,2175,1931,88.8,244,11.2,2.1,13.3,1270,371,996,935,{B1B1708E-68A4-4544-A8CA-DAC5211552A5},84.3,58.4,17.1,1339,465,21.4,51.6,48.4
421,050721,13135050721,507.21,ARC 10,2015-05-21T19:06:01.000Z,3215,2903,90.3,312,9.7,2.4,11.6,3087,774,2468,435,{415D0160-8299-4586-B1E3-583CE43EEC15},354.7,96,24.1,1722,719,22.4,85,15
422,050709,13135050709,507.09,ARC 10,2015-05-21T19:06:01.000Z,4218,3847,91.2,371,8.8,5,3.6,3755,1662,3144,703,{762ACCDB-B36D-4742-8850-D5D27D4B0C63},614.2,89,39.4,1991,565,13.4,81.7,18.3
423,050715,13135050715,507.15,ARC 10,2015-05-21T19:06:01.000Z,1752,1636,93.4,116,6.6,3.2,8.4,1721,259,1396,240,{E880A41C-9AC8-4753-A22B-9EE0958D05D4},34.1,98.2,14.8,839,654,37.3,85.3,14.7
424,050415,13135050415,504.15,ARC 10,2015-05-21T19:06:01.000Z,1519,1327,87.4,192,12.6,4,35.1,1350,142,1177,150,{4066F38A-CD0D-41EE-A997-FB3A2A7BF1E3},-165.8,88.9,9.3,533,844,55.6,88.7,11.3
425,050718,13135050718,507.18,ARC 10,2015-05-21T19:06:01.000Z,2845,2630,92.4,215,7.6,3.7,0,2815,314,2220,410,{666BD903-BCC4-43AF-9E5E-F78A78C3E664},31.3,98.9,11,1869,662,23.3,84.4,15.6
426,050427,13135050427,504.27,ARC 10,2015-05-21T19:06:01.000Z,2007,1937,96.5,70,3.5,2.2,0,1891,406,1549,388,{E2695790-5AA5-4DFA-9327-59581D7533DE},204.8,94.2,20.2,665,936,46.6,80,20
427,050428,13135050428,504.28,ARC 10,2015-05-21T19:06:01.000Z,2052,1955,95.3,97,4.7,1.7,0,1972,259,1791,164,{00F5BF55-7166-42DA-A602-3F522180EA68},14.8,96.1,12.6,982,811,39.5,91.6,8.4
428,050416,13135050416,504.16,ARC 10,2015-05-21T19:06:01.000Z,1225,1067,87.1,158,12.9,0,5.3,990,154,799,268,{DD02AB2A-2D41-4207-B112-D0556A042364},72.7,80.8,12.6,800,271,22.1,74.9,25.1
429,050425,13135050425,504.25,ARC 10,2015-05-21T19:06:01.000Z,1787,1765,98.8,22,1.2,0.7,0,1700,121,1484,281,{71D2CC5E-26F1-45CE-9AB5-2B395BFDE298},-55.4,95.1,6.8,861,805,45,84.1,15.9
430,050526,13135050526,505.26,ARC 10,2015-05-21T19:06:01.000Z,2006,1691,84.3,315,15.7,0,15.9,740,433,656,1035,{341E67A2-7203-48EA-9018-C141568BC570},114.5,36.9,21.6,1346,227,11.3,38.8,61.2
431,050431,13135050431,504.31,ARC 10,2015-05-21T19:06:01.000Z,3074,2750,89.5,324,10.5,0,13.1,914,1406,1018,1732,{B40CD13B-6369-42DA-98C6-AA22138A26FA},1583.8,29.7,45.7,1049,619,20.1,37,63
432,050426,13135050426,504.26,ARC 10,2015-05-21T19:06:01.000Z,2428,2272,93.6,156,6.4,1.9,0,2428,32,2015,257,{3A551D23-005E-482C-9D3B-19E0DA562185},-129.4,100,1.3,820,1576,64.9,88.7,11.3
433,050430,13135050430,504.30,ARC 10,2015-05-21T19:06:01.000Z,1935,1813,93.7,122,6.3,2.3,3.4,1437,178,1275,538,{50DB8CB6-EFA7-4194-968D-9176937B4648},-18.8,74.3,9.2,834,923,47.7,70.3,29.7
434,009501,13121009501,95.01,ARC 10,2015-05-21T19:06:01.000Z,2098,1648,78.6,450,21.4,9.4,0,1145,265,1292,356,{8AA6E867-ECB3-48BA-B168-F115794B1046},-44.1,54.6,12.6,759,1074,51.2,78.4,21.6
435,011305,13121011305,113.05,ARC 10,2015-05-21T19:06:01.000Z,2742,1640,59.8,1102,40.2,0,32.7,394,527,390,1250,{4CAEBA89-EE8F-4462-8C3C-F287EDFC4D98},-1323.6,14.4,19.2,251,1964,71.6,23.8,76.2
436,011306,13121011306,113.06,ARC 10,2015-05-21T19:06:01.000Z,1403,989,70.5,414,29.5,0,32.2,462,225,408,581,{C9BB73B2-926B-42E3-A29B-08830C4BC3EB},-462.9,32.9,16,367,811,57.8,41.3,58.7
437,007706,13121007706,77.06,ARC 10,2015-05-21T19:06:01.000Z,4669,3618,77.5,1051,22.5,6.2,18.5,1856,2974,1152,2466,{B50321AF-22B6-4646-B4F2-009273BE1121},715.8,39.8,63.7,408,1287,27.6,31.8,68.2
438,007703,13121007703,77.03,ARC 10,2015-05-21T19:06:01.000Z,1810,1501,82.9,309,17.1,5.4,19.3,1221,271,971,530,{A78E1C41-40A5-4F7A-8FDB-198E1D031346},-61.2,67.5,15,168,1371,75.7,64.7,35.3
439,003700,13121003700,37,ARC 10,2015-05-21T19:06:01.000Z,0,0,,0,,0,0,0,0,0,0,{F80BB53A-0007-4377-AEB2-31A80945675E},,,,0,0,,,
440,011202,13121011202,112.02,ARC 10,2015-05-21T19:06:01.000Z,2328,1688,72.5,640,27.5,11.3,23.2,1536,87,763,925,{698FC2B2-65EA-4FD1-8707-B06912A10B78},-1226.7,66,3.7,281,1960,84.2,45.2,54.8
441,011100,13121011100,111,ARC 10,2015-05-21T19:06:01.000Z,1362,1060,77.8,302,22.2,3.4,13.1,1070,133,600,460,{A10AAD1A-D65C-4088-A720-DFB6A383B80F},-446.9,78.6,9.8,62,1167,85.7,56.6,43.4
442,011201,13121011201,112.01,ARC 10,2015-05-21T19:06:01.000Z,2023,1306,64.6,717,35.4,20.7,14.7,1209,423,555,751,{DE498D04-3383-43AE-B2AC-EAA212067A43},-1516,59.8,20.9,159,1441,71.2,42.5,57.5
443,011303,13121011303,113.03,ARC 10,2015-05-21T19:06:01.000Z,3851,3334,86.6,517,13.4,2.4,8.9,1914,1276,1391,1943,{AE7F98CA-9B92-44C5-B4D5-9866E170F705},299.6,49.7,33.1,266,2309,60,41.7,58.3
444,008102,13121008102,81.02,ARC 10,2015-05-21T19:06:01.000Z,3260,2437,74.8,823,25.2,4.4,17.2,802,1085,685,1752,{D4C7BBD6-2E91-496F-890D-2478EAE771FE},-233.6,24.6,33.3,230,1945,59.7,28.1,71.9
445,007002,13121007002,70.02,ARC 10,2015-05-21T19:06:01.000Z,1239,831,67.1,408,32.9,12.3,13.6,830,428,372,459,{61FE1589-0713-4C3B-8B25-0B8F7103421A},-946.5,67,34.5,123,688,55.5,44.8,55.2
446,011301,13121011301,113.01,ARC 10,2015-05-21T19:06:01.000Z,2030,1621,79.9,409,20.1,2.5,16.2,1898,105,1196,425,{FB2A6019-FB9A-41C5-B38E-C77A726338C8},-315.5,93.5,5.2,160,1765,86.9,73.8,26.2
447,001202,13139001202,12.02,ARC 20,2015-05-21T19:06:01.000Z,1855,1797,96.9,58,3.1,0,4.5,1419,627,1177,620,{90ECFDEC-8C9F-48D3-994F-A713C64531FB},97.4,76.5,33.8,583,645,34.8,65.5,34.5
448,000101,13139000101,1.01,ARC 20,2015-05-21T19:06:01.000Z,2037,1708,83.8,329,16.2,8.7,2.6,1670,580,1254,454,{657AAE16-F0B9-4B98-9247-8103303DD746},45.1,82,28.5,664,793,38.9,73.4,26.6
449,000701,13139000701,7.01,ARC 20,2015-05-21T19:06:01.000Z,1964,1622,82.6,342,17.4,0,15.1,1211,452,806,816,{E9BECD9B-B447-4408-9129-5FFDF23D600B},139.6,61.7,23,645,867,44.1,49.7,50.3
450,000702,13139000702,7.02,ARC 20,2015-05-21T19:06:01.000Z,1555,1459,93.8,96,6.2,0,0,1342,496,1243,216,{D1C23178-DEFC-48C9-99FE-E4A6DA2D3C0A},168.2,86.3,31.9,664,395,25.4,85.2,14.8
451,000102,13139000102,1.02,ARC 20,2015-05-21T19:06:01.000Z,1698,1384,81.5,314,18.5,0.4,20.1,1115,295,1077,307,{2E9B8D87-893F-408F-A50D-21F0D1EBD809},8.1,65.7,17.4,700,703,41.4,77.8,22.2
452,000201,13139000201,2.01,ARC 20,2015-05-21T19:06:01.000Z,2267,2010,88.7,257,11.3,5.1,0,1797,429,1529,481,{6F2D23B7-411D-44BC-87D8-EC1E8641603B},14.7,79.3,18.9,1051,787,34.7,76.1,23.9
