OBJECTID,GEOID10,NAME10,PLNG_REGIO,last_edited_date,Percent_BA_or_Higher,Median_household_income,Square_Miles,Total_Jobs__2015,Total_Jobs__2020,Total_Jobs__2030,Total_Jobs__2035,Total_Jobs__2040,Change_in_Jobs__2015_2040,GlobalID,Pop_Change_per_SqMi_2000_2010,Chng_in_jobs_per_SqMi_2015_2040
550,13121009700,97,ARC 10,2015-05-19T13:59:11.000Z,86.9,163125,4.2,2227,1961,2415,2606,2713,1100,{7EFFAAE0-15BC-450F-9E6D-E79ACD3ED8C6},-94.3,261.9
551,13121010206,102.06,ARC 10,2015-05-19T13:59:11.000Z,81,160223,5.8,3086,2967,3165,3258,3251,415,{68F4F5E8-8CDE-49FA-A9A9-87E04905C179},9.1,71.6
552,13121010204,102.04,ARC 10,2015-05-19T13:59:11.000Z,81.5,143158,3.8,6360,6201,6917,7471,7723,1882,{939697C9-E494-47EB-BD61-DF7F0616ED38},2.4,495.3
553,13121007100,71,ARC 10,2015-05-19T13:59:11.000Z,9.5,20282,1,534,505,546,575,578,105,{3837BB28-321D-4B15-A71D-6E9C1B2F28F5},-1778,105
554,13121006801,68.01,ARC 10,2015-05-19T13:59:11.000Z,4.3,,0.3,925,971,904,899,894,-141,{60D03FCF-924D-4820-856D-D64E33E173E8},-766.7,-470
555,13121006900,69,ARC 10,2015-05-19T13:59:11.000Z,30.7,48482,1.2,911,828,1017,1142,1289,574,{3F73619F-4E9E-42C9-9021-82965650E1CD},-113.3,478.3
556,13121005200,52,ARC 10,2015-05-19T13:59:11.000Z,67.8,78438,0.9,1137,1006,1284,1426,1553,718,{B603DC52-9596-4555-A854-9F0C4B66ABE2},687.8,797.8
557,13121005000,50,ARC 10,2015-05-19T13:59:11.000Z,60.4,57670,0.5,704,659,753,811,1010,408,{03787408-AB47-4456-8D8B-4571F304C47D},-44,816
558,13121001500,15,ARC 10,2015-05-19T13:59:11.000Z,65.9,60722,0.4,1379,1350,1413,1436,1428,109,{8BD98910-C684-4FFD-9E1E-5548BD2D0128},302.5,272.5
559,13121007807,78.07,ARC 10,2015-05-19T13:59:11.000Z,12.5,17466,1.1,241,219,266,297,318,131,{78194FE3-FD13-45BF-9DA5-C956FA4D8C27},-449.1,119.1
560,13121010510,105.10,ARC 10,2015-05-19T13:59:11.000Z,25.7,42651,12,5089,4772,5434,5845,6608,2141,{D7E0D665-C00B-495B-BC93-8AE8CAEA0EBA},766.3,178.4
561,13121010512,105.12,ARC 10,2015-05-19T13:59:11.000Z,10.9,28529,3.6,2483,2385,2594,2720,2798,661,{08E15023-1A37-4FA8-B188-6540F45EA847},213.9,183.6
562,13121007802,78.02,ARC 10,2015-05-19T13:59:11.000Z,43.6,46116,5.3,573,532,612,660,687,201,{735418E1-2372-4171-B1A6-1573241EB27D},332.6,37.9
563,13121007805,78.05,ARC 10,2015-05-19T13:59:11.000Z,25.1,37857,5.9,13550,12860,14191,14902,15261,3582,{83F3C565-E072-4028-ACAA-AE4EDD6D5942},-118.6,607.1
564,13121011618,116.18,ARC 10,2015-05-19T13:59:11.000Z,71,97763,2,7560,6991,8364,9236,10108,3962,{4CEE8773-CD3A-4E34-946A-5670D3424B87},1114.5,1981
565,13121011610,116.10,ARC 10,2015-05-19T13:59:11.000Z,57.6,81992,1.8,1054,955,1163,1292,1394,603,{0E86269A-911A-4168-B366-A7A71D8A7ED9},-1.7,335
566,13121011614,116.14,ARC 10,2015-05-19T13:59:11.000Z,54.1,73697,3.3,11053,10788,11925,12628,12950,3133,{96779B8A-7A7A-4231-AFFD-65E5474C9FFE},2205.5,949.4
567,13121011620,116.20,ARC 10,2015-05-19T13:59:11.000Z,61.8,96875,3,2018,1883,2175,2352,2462,740,{2B0BE3F1-ED36-4538-A5DE-C4977C5CFC70},719,246.7
568,13121011420,114.20,ARC 10,2015-05-19T13:59:11.000Z,12.8,31662,0.6,643,607,701,757,801,245,{79852F08-25EF-4AF3-AC74-CA9D8826CB6D},670,408.3
569,13121011613,116.13,ARC 10,2015-05-19T13:59:11.000Z,53.6,91461,2.5,528,487,565,617,648,202,{9C258AAE-FB40-4247-9D6F-672B04F8522F},398.4,80.8
570,13121011426,114.26,ARC 10,2015-05-19T13:59:11.000Z,49.2,99196,0.6,61,54,65,70,75,28,{C48FE50F-8E9E-487A-A250-D33EC4017C3B},-91.7,46.7
571,13121011425,114.25,ARC 10,2015-05-19T13:59:11.000Z,77.3,176818,4.3,1751,1609,1880,2053,2191,812,{7A0D1738-DC10-405D-A670-7C4CACFC8CD9},176.7,188.8
572,13121011423,114.23,ARC 10,2015-05-19T13:59:11.000Z,68.1,104333,2.5,1073,918,1233,1429,1582,825,{9A948D6C-BFED-4CC0-A406-67B9D1EF0890},72.8,330
573,13121011418,114.18,ARC 10,2015-05-19T13:59:11.000Z,62.8,103926,4.2,1760,1614,1931,2141,2310,865,{914520EE-A7B8-40CA-B3AE-AD58C6733F9F},64,206
574,13121002600,26,ARC 10,2015-05-19T13:59:11.000Z,38.7,30458,0.4,1122,998,1274,1427,1539,722,{FD6BC0C4-3D6B-4B91-80F3-5D6A76BF8045},-1160,1805
575,13121001700,17,ARC 10,2015-05-19T13:59:12.000Z,55.3,32847,0.5,3013,2979,3037,3065,3046,96,{4E610161-2C23-42BB-9BE4-96484FD9B2AA},588,192
576,13121001400,14,ARC 10,2015-05-19T13:59:12.000Z,70.5,69018,0.3,1406,1370,1445,1486,1489,165,{45C0F93A-10DC-4A65-91EC-F4710853F99F},173.3,550
577,13121003000,30,ARC 10,2015-05-19T13:59:12.000Z,78.2,71875,0.5,983,951,1008,1042,1055,137,{B02BB5F2-11B5-4329-A631-A3CFB31FD3F6},1808,274
578,13121011000,110,ARC 10,2015-05-19T13:59:12.000Z,5.2,22411,1.1,3249,3232,3357,3426,3469,262,{82DC15BD-F18B-4B89-9808-114C012BB5D4},-1281.8,238.2
579,13121007400,74,ARC 10,2015-05-19T13:59:12.000Z,3.7,14754,0.9,3622,3486,3780,3950,4100,1500,{FCF3B8B9-4989-48DC-9BEF-B6804B784BE3},-930,1666.7
580,13121006400,64,ARC 10,2015-05-19T13:59:12.000Z,15.9,27159,0.5,493,485,509,533,546,66,{7E4A6126-4D05-473C-B4CC-81576422BB75},-3252,132
581,13121005300,53,ARC 10,2015-05-19T13:59:12.000Z,66.3,91250,0.9,844,835,863,884,890,67,{E33C85F7-71CB-4937-B1AE-580DD6EB50FB},612.2,74.4
582,13121005502,55.02,ARC 10,2015-05-19T13:59:12.000Z,22,16321,0.7,604,538,669,741,802,341,{EEE1C579-02CA-4BC1-B50A-11899A2BC68B},1895.7,487.1
583,13121008202,82.02,ARC 10,2015-05-19T13:59:12.000Z,12.8,26736,2.7,2360,2311,2407,2524,2581,320,{B9A2E4E1-10B6-4AB7-90A3-05DB1326C332},-907,118.5
584,13121010513,105.13,ARC 10,2015-05-19T13:59:12.000Z,23.3,46486,11.3,5283,4988,5595,5957,6287,1699,{6558DD47-6F46-4DBE-9881-107B2EFA9C54},532.7,150.4
585,13121010304,103.04,ARC 10,2015-05-19T13:59:12.000Z,52.7,83798,15.3,1351,1193,1488,1644,1895,866,{69EA5F75-1AD3-4EAF-A885-1F5726170E21},532.8,56.6
586,13121010303,103.03,ARC 10,2015-05-19T13:59:12.000Z,46.7,71333,13.5,12218,11815,12564,13091,13283,1986,{7C913D29-06E1-4113-A809-E5143BEF29A3},237.1,147.1
587,13121010514,105.14,ARC 10,2015-05-19T13:59:12.000Z,26.5,59005,18.4,3962,3769,4129,4312,4413,941,{AA0D807C-8373-4FE3-B970-7DD3DC17CC5C},374.3,51.1
588,13121010301,103.01,ARC 10,2015-05-19T13:59:12.000Z,37.2,60972,33.5,888,827,942,1016,1165,429,{063A28BC-ACFF-4F26-83BF-556EF987E49C},363.3,12.8
589,13121010400,104,ARC 10,2015-05-19T13:59:12.000Z,20.2,51907,71.5,1359,1238,1451,1589,1659,548,{05C8C62C-3EC6-4837-A12F-C37DBF285F32},18.5,7.7
590,13121011421,114.21,ARC 10,2015-05-19T13:59:12.000Z,38.3,48117,1.5,8572,8075,9108,9673,10008,2740,{3F07B87F-8CC4-42AD-B6BE-23D8E9E1306E},396,1826.7
591,13121011416,114.16,ARC 10,2015-05-19T13:59:12.000Z,58.4,99355,2.6,2589,2441,2751,2933,3048,783,{41026459-8DD9-4EB6-BE28-C1FB9C6367EF},147.3,301.2
592,13121011506,115.06,ARC 10,2015-05-19T13:59:12.000Z,70.4,152898,4.4,1145,1077,1205,1274,1333,319,{1F68C39A-A17E-493A-BA76-7CF0D0B4E7CA},136.8,72.5
593,13121011417,114.17,ARC 10,2015-05-19T13:59:12.000Z,69.5,87083,2.9,3549,3374,3770,4005,4172,1055,{9B8D7DCE-B8FD-4156-BD2D-7321FEF3935F},246.6,363.8
594,13121007001,70.01,ARC 10,2015-05-19T13:59:12.000Z,11.2,26157,1.8,376,339,420,472,508,215,{65A414C7-8AB7-4730-9B7C-5D6495F0A637},-579.4,119.4
595,13121006700,67,ARC 10,2015-05-19T13:59:12.000Z,23.7,19907,1.3,858,821,878,911,922,133,{6004CABA-6E5F-4D9E-8375-7B640296DB7C},-236.9,102.3
596,13121006300,63,ARC 10,2015-05-19T13:59:12.000Z,13.5,23398,0.5,573,539,591,616,625,121,{BEF46C41-10E5-48C0-910E-CBD9BF1FA11A},90,242
597,13121005700,57,ARC 10,2015-05-19T13:59:12.000Z,11.4,16310,0.3,121,104,136,157,168,80,{DBEFC328-106C-4901-9B72-BB700AC1A7CC},540,266.7
598,13121006500,65,ARC 10,2015-05-19T13:59:12.000Z,21.2,42442,1.3,2166,2049,2285,2412,2513,653,{22B12085-380E-44CB-A735-E2B7465B5568},-766.2,502.3
599,13121005501,55.01,ARC 10,2015-05-19T13:59:12.000Z,20.1,20150,0.5,195,170,215,240,262,119,{D253E081-B480-4131-9054-117E202EDED8},-122,238
600,13121004900,49,ARC 10,2015-05-19T13:59:12.000Z,52.4,58485,0.4,1271,1141,1426,1611,1763,782,{564D6D32-C867-462B-9A7E-91DB53322578},1110,1955
601,13121004800,48,ARC 10,2015-05-19T13:59:12.000Z,19.6,10785,0.2,285,221,352,420,474,332,{7E8AAC99-D15A-46D0-846E-5F81BCEB9AB6},-6635,1660
602,13121002800,28,ARC 10,2015-05-19T13:59:12.000Z,38.9,15172,0.3,5626,5499,5725,5870,5945,570,{3C234E7E-D858-4799-9937-830D097724AC},2296.7,1900
603,13121011419,114.19,ARC 10,2015-05-19T13:59:12.000Z,61.1,81942,2.7,2802,2618,2997,3220,3361,951,{735BA469-816C-4829-ADF5-6A23207143DB},528.5,352.2
604,13121011503,115.03,ARC 10,2015-05-19T13:59:12.000Z,74.9,123068,12,2493,2291,2700,2925,3078,1034,{53453835-56B3-4FBE-ACF8-C9C3C47D7ED5},259.6,86.2
605,13121011615,116.15,ARC 10,2015-05-19T13:59:12.000Z,66.3,135471,7.9,3034,2882,3183,3364,3488,794,{10581FE5-30FD-45AC-B9A3-EF1B27C0C6E7},350.8,100.5
606,13121011504,115.04,ARC 10,2015-05-19T13:59:12.000Z,69,160431,22.9,1689,1476,1902,2157,2335,1142,{34D0F349-22B0-4B38-96D2-A075AEC158FF},250,49.9
607,13121010515,105.15,ARC 10,2015-05-19T13:59:12.000Z,23.9,45392,4.4,411,361,470,553,589,300,{64C89020-F91B-4E03-BB26-81359075868F},616.1,68.2
608,13121010516,105.16,ARC 10,2015-05-19T13:59:12.000Z,24.1,50179,3.2,867,797,929,1007,1053,347,{8FF38F83-62CF-43E0-964E-7B864B9D8B67},449.1,108.4
609,13121010120,101.20,ARC 10,2015-05-19T13:59:12.000Z,41.6,54495,0.4,182,150,218,250,275,172,{73676BB6-44A9-41F0-AD7A-B19A0802F660},1057.5,430
610,13121010117,101.17,ARC 10,2015-05-19T13:59:12.000Z,42,43949,0.5,1345,1156,1556,1774,1936,1004,{ABE2C80E-5CBA-4EB7-B470-83A2F61D0FED},678,2008
611,13121001800,18,ARC 10,2015-05-19T13:59:12.000Z,49.9,32453,0.4,4478,4481,4557,4590,4599,164,{985489C8-8B62-40B8-A6BE-D778066A8E36},915,410
612,13121001300,13,ARC 10,2015-05-19T13:59:12.000Z,56.7,56320,0.5,2738,2750,2720,2740,2681,-40,{23790910-7A38-4247-B167-A717F5C55E56},348,-80
613,13121001900,19,ARC 10,2015-05-19T13:59:12.000Z,53,51098,0.4,29211,27974,31066,32531,33308,6363,{63720E31-3664-4AB1-B8E0-83127CA94EC9},6302.5,15907.5
614,13121002100,21,ARC 10,2015-05-19T13:59:12.000Z,38.2,35250,0.3,8738,8355,9329,9977,10350,2700,{2DC5EC3A-C4AE-459D-88B0-245D795F63C1},2926.7,9000
615,13121004400,44,ARC 10,2015-05-19T13:59:12.000Z,16.4,18778,0.3,461,440,470,477,476,45,{80B1E741-D8F0-4A91-AA56-F0BFD96A78CA},1736.7,150
616,13121003200,32,ARC 10,2015-05-19T13:59:12.000Z,78.6,48699,0.4,721,708,729,736,728,42,{63D2C5EE-0440-4EA8-97A7-C3A246CB0675},1287.5,105
617,13121004200,42,ARC 10,2015-05-19T13:59:12.000Z,29.9,18722,0.5,1324,1243,1409,1500,1555,410,{43CC7CA4-5810-495D-A5F6-D14C811C4525},-562,820
618,13121003800,38,ARC 10,2015-05-19T13:59:12.000Z,41.2,21932,0.3,1439,1270,1637,1856,2045,958,{B785BAD8-FA44-44C2-A3F5-5477ED78EFE9},5646.7,3193.3
619,13121002500,25,ARC 10,2015-05-19T13:59:12.000Z,18.4,19912,0.3,467,440,502,542,565,160,{D0752ACB-D943-45A8-A983-49295C914503},-256.7,533.3
620,13121002300,23,ARC 10,2015-05-19T13:59:12.000Z,12,19840,0.4,925,808,1038,1165,1271,613,{9B6CB38C-1A03-4C79-A75A-6AFF61727894},-3095,1532.5
621,13139001608,16.08,ARC 20,2015-05-19T13:59:12.000Z,44,82111,6.3,354,295,419,506,576,342,{DF55D55A-9365-4BCF-8704-1DEA7AD52C3C},567.6,54.3
622,13139001603,16.03,ARC 20,2015-05-19T13:59:12.000Z,28.3,66813,13.6,818,736,916,1028,1109,474,{BFFDAE52-F589-4EEC-9D75-5E6FCEBE1F31},104.9,34.9
623,13121010118,101.18,ARC 10,2015-05-19T13:59:12.000Z,32.8,27064,0.8,1572,1425,1826,1987,2117,783,{B72D3C0E-91C6-44D9-8B02-46EA31431AA7},800,978.8
624,13121010113,101.13,ARC 10,2015-05-19T13:59:12.000Z,49.8,49284,0.9,4733,4622,4839,4982,4999,571,{D0966E49-ABC6-4F79-8D21-1CE522CDE316},1258.9,634.4
625,13121010115,101.15,ARC 10,2015-05-19T13:59:12.000Z,72.5,106167,1.3,25262,23323,29227,32633,38232,16900,{20FE99B9-27BF-4EA8-BA73-F10174BE95AB},475.4,13000
626,13121010122,101.22,ARC 10,2015-05-19T13:59:12.000Z,72.4,69943,1.2,8313,7943,8706,9143,9981,2552,{80458349-DCF2-4037-9181-A8AF6FD4CC19},900.8,2126.7
627,13121010114,101.14,ARC 10,2015-05-19T13:59:12.000Z,52.2,54105,1.6,1257,1191,1330,1414,1465,346,{332D8FB1-94DB-4635-B4D0-EEEA87182D18},221.9,216.3
628,13121000600,6,ARC 10,2015-05-19T13:59:12.000Z,63.1,43570,0.6,3967,3709,4035,4431,4401,798,{82B104D1-3A3D-4886-9106-9EDDEAA45688},4160,1330
629,13121006601,66.01,ARC 10,2015-05-19T13:59:12.000Z,16.8,30234,0.8,1308,1252,1340,1366,1382,233,{E92CFE95-A052-4994-9387-B8052DB322E2},-670,291.3
630,13121006602,66.02,ARC 10,2015-05-19T13:59:12.000Z,0,12439,0.2,90,76,104,119,127,71,{4CE25DF7-3692-4E2B-96FF-970D6D1E5C5B},-1380,355
631,13121006200,62,ARC 10,2015-05-19T13:59:12.000Z,9.1,20900,0.4,153,125,192,238,263,185,{58E0583B-A66E-4B7D-9A03-B413019FC647},-757.5,462.5
632,13121006100,61,ARC 10,2015-05-19T13:59:12.000Z,14.5,22500,0.9,162,153,173,183,184,39,{4CA7B8CB-BF3A-48EF-A38A-8D95658D504F},-950,43.3
633,13121001600,16,ARC 10,2015-05-19T13:59:12.000Z,67.7,63750,0.4,1332,1279,1406,1492,1530,324,{9572EC71-DCBA-45E6-B1D4-198C554222E6},1705,810
634,13121003100,31,ARC 10,2015-05-19T13:59:12.000Z,44.4,47941,0.3,398,371,446,497,533,203,{86A2750D-8319-4642-AC6F-D95B3CB45738},-90,676.7
635,13121006802,68.02,ARC 10,2015-05-19T13:59:12.000Z,3.8,7872,0.3,15,10,17,23,26,19,{FC254877-9F81-45CC-9862-1E3A763820F1},206.7,63.3
636,13121007602,76.02,ARC 10,2015-05-19T13:59:12.000Z,14.3,32893,1.3,324,299,353,388,413,144,{3B04CD63-3169-4CE2-A555-6275A8937E6E},-330.8,110.8
637,13139001606,16.06,ARC 20,2015-05-19T13:59:12.000Z,32.1,48051,3.3,2638,2310,3066,3552,3938,2075,{BA034766-1660-432B-937C-649D7FEA904F},543.6,628.8
638,13139001101,11.01,ARC 20,2015-05-19T13:59:12.000Z,6.8,22392,1.6,10335,9365,11312,12300,13096,5119,{9F281867-B845-4557-B942-8861FE27425F},-808.1,3199.4
639,13139001605,16.05,ARC 20,2015-05-19T13:59:12.000Z,34.6,74917,6.6,665,629,701,735,762,169,{D357ACD2-A4F2-4F5A-AA1B-7799CFBE2ECB},357.6,25.6
640,13139001604,16.04,ARC 20,2015-05-19T13:59:12.000Z,27.5,72337,5.7,275,257,297,318,332,99,{A0DAF687-0C24-4D23-B96A-F2F17A4FA318},470.2,17.4
641,13139001502,15.02,ARC 20,2015-05-19T13:59:12.000Z,29.8,77448,17.8,797,778,814,832,819,54,{2F623358-582C-4038-8335-3A2EF1CFD038},46.9,3
642,13139001607,16.07,ARC 20,2015-05-19T13:59:12.000Z,21.7,53454,5.6,3258,3011,3504,3783,3999,1353,{11327351-FB84-4649-82D4-3964F0C70B0F},211.3,241.6
643,13139001302,13.02,ARC 20,2015-05-19T13:59:12.000Z,28.9,62477,8.4,239,203,279,326,365,199,{0E1AD06C-3919-4A22-AFD5-0CB0A088302F},122.1,23.7
644,13139001301,13.01,ARC 20,2015-05-19T13:59:12.000Z,25.7,57744,12.2,5470,5311,5628,5671,5522,412,{E2A1AA6B-FAB7-4418-9D91-9B723791A47C},149.1,33.8
645,13139001403,14.03,ARC 20,2015-05-19T13:59:12.000Z,11.4,34009,4.3,4298,4181,4407,4534,4584,652,{6299EA77-37EF-4DD0-A6AF-1538EAB16453},214.4,151.6
646,13139001404,14.04,ARC 20,2015-05-19T13:59:12.000Z,16.1,48810,7.1,4118,3943,4270,4428,4476,844,{E6B1F707-5B23-4151-A80A-9BDB70C8C99D},89.3,118.9
647,13121010212,102.12,ARC 10,2015-05-19T13:59:12.000Z,45.2,51790,1.3,1371,1300,1440,1522,1573,375,{5C256AB0-B161-4A47-9756-1F22BD54E432},-163.8,288.5
648,13121009802,98.02,ARC 10,2015-05-19T13:59:12.000Z,90.3,159405,4.1,8934,8448,9448,9995,10344,2647,{864AEE6E-9D45-4987-A441-D17CED8AC0CF},110.2,645.6
649,13121009403,94.03,ARC 10,2015-05-19T13:59:12.000Z,52.5,54643,0.5,2352,1999,2780,3252,3614,2066,{94F9BBFC-A563-4632-B2D5-392C2B27B6CA},3148,4132
650,13121009404,94.04,ARC 10,2015-05-19T13:59:12.000Z,74.5,86205,0.8,816,695,967,1130,1254,718,{F8BC897D-E4D0-4EC9-85BE-4C383538D125},1475,897.5
651,13121010001,100.01,ARC 10,2015-05-19T13:59:12.000Z,78.6,96343,1.6,17758,17098,18676,19664,20637,4598,{98E8B0A7-DDE4-4F72-864F-24E8CE24D386},570.6,2873.8
652,13121009602,96.02,ARC 10,2015-05-19T13:59:12.000Z,75.6,96696,0.9,18106,17624,18755,19541,20559,3661,{65EE5EA0-4F8B-4D36-98BB-D04D9DB50A36},1134.4,4067.8
653,13121010002,100.02,ARC 10,2015-05-19T13:59:12.000Z,80.2,148838,2.4,14159,13781,14755,15569,16223,4096,{108927B9-8C9A-486D-9561-9FD6ED0032BB},793.3,1706.7
654,13121009502,95.02,ARC 10,2015-05-19T13:59:12.000Z,63.3,50655,0.7,6574,6097,7140,7423,7888,2461,{715A0FB8-A931-40B4-B34E-EA9D9FB293B6},600,3515.7
655,13121008000,80,ARC 10,2015-05-19T13:59:12.000Z,29.1,40517,2.3,567,549,589,620,629,100,{18BDDF72-B734-4D42-B8F1-7A93D0B2686A},-400.9,43.5
656,13121003900,39,ARC 10,2015-05-19T13:59:12.000Z,22.1,19808,0.3,302,267,348,397,437,211,{AA4E3052-05DC-40B7-862F-7B4625FE005D},-3650,703.3
657,13121004100,41,ARC 10,2015-05-19T13:59:12.000Z,13.1,22372,0.5,503,464,533,571,594,172,{8B3C4DF3-C19C-4BF1-8881-134573CF8048},-1406,344
658,13121002400,24,ARC 10,2015-05-19T13:59:12.000Z,22.6,30500,0.5,413,368,464,517,557,250,{A6971D50-1269-4666-BFD6-C70CF04E611B},-388,500
659,13121004000,40,ARC 10,2015-05-19T13:59:12.000Z,23.1,26875,0.6,439,351,539,657,727,473,{63720DE5-7936-4913-8214-45EABF4E9DF8},-1558.3,788.3
660,13121008400,84,ARC 10,2015-05-19T13:59:12.000Z,9.3,20458,0.7,823,717,939,1081,1191,620,{64ECAE63-22AF-417C-AC7A-4FFA2F7A66B4},-3184.3,885.7
661,13121008302,83.02,ARC 10,2015-05-19T13:59:12.000Z,17.4,28542,0.7,856,679,912,1407,1786,1265,{1C0819DC-DEB2-46DB-8FDC-C16F8198278F},-1161.4,1807.1
662,13121008301,83.01,ARC 10,2015-05-19T13:59:12.000Z,13.5,24286,1,342,304,387,434,470,206,{322660FD-00EC-4B5C-95B2-42FEC9B4673D},-941,206
663,13121007200,72,ARC 10,2015-05-19T13:59:12.000Z,13,22669,3.5,4092,3737,4486,4915,5319,2118,{FF90A0A1-6816-42DD-AE37-4BBC44B2577A},-701.7,605.1
664,13139001501,15.01,ARC 20,2015-05-19T13:59:12.000Z,37,67775,9.9,864,732,1010,1174,1301,744,{C33F510D-3972-466F-8131-4E9666FF75F4},82.7,75.2
665,13139001102,11.02,ARC 20,2015-05-19T13:59:12.000Z,6.3,33533,2.2,5246,5047,5463,5703,5834,1127,{6B367FBA-8B5B-4A9E-93E0-E8C04D769B75},991.4,512.3
666,13139001201,12.01,ARC 20,2015-05-19T13:59:12.000Z,8.5,36282,14.6,8694,7298,10244,11929,13372,7997,{143EACBC-13D0-4426-9FE4-F1BA154E49B5},96.6,547.7
667,13139001004,10.04,ARC 20,2015-05-19T13:59:12.000Z,25.2,45560,2.9,2345,1931,2928,3603,4185,2771,{4A8313F5-709D-4536-997A-C4A8584BA1EC},489.7,955.5
668,13139001003,10.03,ARC 20,2015-05-19T13:59:12.000Z,3.4,30241,2.2,5263,5033,5503,5759,5868,1142,{93D1FC76-3E69-4069-B9E9-6E1F19E18308},740.9,519.1
669,13139000305,3.05,ARC 20,2015-05-19T13:59:12.000Z,31.8,56656,13.6,2043,1994,2080,2137,2179,238,{55A94A12-BCAF-4703-A793-E78932361E4C},91.8,17.5
670,13139000304,3.04,ARC 20,2015-05-19T13:59:12.000Z,28.9,42417,13.9,97,93,101,104,109,24,{5507CDA0-6918-44F3-ADB7-593E02C64F6D},76.5,1.7
671,13139000303,3.03,ARC 20,2015-05-19T13:59:12.000Z,41.5,71346,11,970,889,1059,1157,1219,441,{8520AD0F-B8C8-4EF4-8D7D-AB3C60D99449},74.1,40.1
672,13139000203,2.03,ARC 20,2015-05-19T13:59:12.000Z,20.9,66840,24.2,554,483,644,716,791,412,{5EB6A4B9-C49A-4132-BAE2-93EF1158CFE6},39.9,17
673,13139000204,2.04,ARC 20,2015-05-19T13:59:12.000Z,33.6,74457,16.9,908,775,1053,1209,1345,731,{F957A21C-7F32-4BB4-B334-DDFC288B881F},27.8,43.3
674,13255160100,1601,ARC 20,2015-05-19T13:59:12.000Z,11.3,51509,26.3,1066,851,1279,1507,1709,1122,{10757623-C040-4E81-A135-C5F93F8A0485},11.6,42.7
675,13255160200,1602,ARC 20,2015-05-19T13:59:12.000Z,17.8,49301,34.9,901,712,992,1139,1186,526,{E57683B5-E846-4BF0-BEDF-BFB5489E89EE},43.8,15.1
676,13255161000,1610,ARC 20,2015-05-19T13:59:12.000Z,7,52612,32.6,1814,1675,2016,2247,2428,969,{9FCAC386-E5B5-472E-B735-A625DBF223A6},13.3,29.7
677,13255161200,1612,ARC 20,2015-05-19T13:59:12.000Z,27.2,50460,13.9,6534,6157,7082,7701,8215,2623,{0572F55E-F6C7-490D-8A6C-7B8ACF1126E6},47.9,188.7
678,13255161100,1611,ARC 20,2015-05-19T13:59:12.000Z,33.9,54304,4.3,1180,1069,1294,1415,1543,597,{5AB9C689-7330-4A5A-AD0A-4F11A8CDEA89},89.1,138.8
679,13255160900,1609,ARC 20,2015-05-19T13:59:12.000Z,4.1,31298,4.1,4169,4116,4203,4224,4210,203,{3D4A5968-11DF-434F-A9E2-E3FD1386D0A3},-79,49.5
680,13255160800,1608,ARC 20,2015-05-19T13:59:12.000Z,6.4,22888,2.4,2326,2218,2434,2548,2616,535,{0FB589F4-34CC-4C95-B41A-985DE8A465D0},-115.8,222.9
681,13255160700,1607,ARC 20,2015-05-19T13:59:12.000Z,10.5,37446,12.2,2656,2461,2905,3168,3394,1190,{C6692963-BCF6-490C-9F0A-8A3A15821274},129.6,97.5
682,13255160500,1605,ARC 20,2015-05-19T13:59:12.000Z,14.6,37444,12.6,4703,4453,4993,5328,5596,1413,{413CDA16-5465-460E-ACBF-98FF8A069B17},125.1,112.1
683,13255160400,1604,ARC 20,2015-05-19T13:59:12.000Z,7.9,22992,4.5,2534,2355,2715,2867,2973,853,{FB8AA3FE-189F-4369-86B6-1CFCC02F8671},-133.3,189.6
684,13255160300,1603,ARC 20,2015-05-19T13:59:12.000Z,8.5,26618,7,707,642,770,831,874,333,{A21008A5-64FF-4E24-9196-7B2853F29499},0.1,47.6
685,13255160600,1606,ARC 20,2015-05-19T13:59:12.000Z,15.1,55174,44.8,1401,1142,1734,2086,2373,1636,{3162C708-BB7C-4F10-A3E5-39B0F12B28EB},8.6,36.5
686,13097080102,801.02,ARC 10,2015-05-19T13:59:12.000Z,34.5,45830,11.8,8100,6998,9030,9976,10748,4756,{3110F883-8FD6-4101-B00D-DD68CBA6B90E},296.1,403.1
687,13097080602,806.02,ARC 10,2015-05-19T13:59:12.000Z,31.3,60982,9.4,1887,1683,2116,2390,2637,1064,{EF98BCF3-256A-44C9-AA11-A833D17CCDB0},145.6,113.2
688,13097080508,805.08,ARC 10,2015-05-19T13:59:12.000Z,20.8,54566,2.5,5221,4810,5347,5487,5589,899,{B498DD7B-505E-4F6A-946E-A6582CF80BA7},16.4,359.6
689,13097080510,805.10,ARC 10,2015-05-19T13:59:12.000Z,25.8,65042,5.8,1073,940,1225,1395,1523,744,{E3846DB9-0129-4280-A811-92CAB526C33B},365.3,128.3
690,13097080509,805.09,ARC 10,2015-05-19T13:59:12.000Z,38.3,79085,3.4,623,585,662,712,744,212,{C9DED3F9-BD7C-4434-8844-7A653E378A62},338.8,62.4
691,13077170602,1706.02,ARC 20,2015-05-19T13:59:12.000Z,54.9,82854,3.9,467,441,496,529,552,138,{F93416C2-2367-4F4D-AD52-C5C312D86709},1849.5,35.4
692,13077170503,1705.03,ARC 20,2015-05-19T13:59:12.000Z,30.4,73693,27.9,1132,1053,1204,1281,1324,397,{E58B0768-69E0-4BC9-88C5-1FE6ACF4E5C9},84.1,14.2
