OBJECTID,STATEFP10,COUNTYFP10,TRACTCE10,GEOID10,COUNTY_NM,PLNG_REGIO,AcresLand,AcresWater,AcresTotal,SqMi_Land,SqMi_Water,SqMi_Total,SD10,SD_Name,Total_Households__2015,Total_Population__2015,Total_Households__2020,Total_Population__2020,Total_Households__2030,Total_Population__2030,Total_Households__2040,Total_Population__2040,Density__Population_per_Sq_Mile,Density__Population_per_Sq_Mi_1,Change__Population_per_Sq_Mile_,Change__Households__2015_2040,Change__Population__2015_2040,last_edited_date,GlobalID
319,13,067,030324,13067030324,Cobb,ARC 10,905.317017,9.96551,915.281982,1.41456,0.015571,1.43013,32,NE Cobb,1224,3655,1236,3667,1265,3686,1350,3869,2610.7,,152.9,126,214,2016-06-22T20:22:24.000Z,{65D5B4DF-F5B9-44DE-9EB9-A1FBEB164395}
320,13,067,030312,13067030312,Cobb,ARC 10,2134.679932,15.0853,2149.76001,3.33544,0.023571,3.359,32,NE Cobb,2448,6680,2486,6734,2562,6811,2796,7281,1964.7,,176.8,348,601,2016-06-22T20:22:24.000Z,{258A61DE-A8DA-4A31-B8B0-39DFAC9FF306}
321,13,067,030228,13067030228,Cobb,ARC 10,2361.5,36.511101,2398.01001,3.68984,0.057049,3.74689,31,NW Cobb,3572,8004,3732,8354,4655,10307,5473,11871,2163.2,,1045.1,1901,3867,2016-06-22T20:22:24.000Z,{E0AA9582-1ACD-4992-B080-58F8BCBA7AE6}
322,13,067,030231,13067030231,Cobb,ARC 10,3570.48999,34.998501,3605.48999,5.57889,0.054685,5.63358,31,NW Cobb,3150,8306,3235,8565,3927,10309,4644,11996,1483.2,,658.9,1494,3690,2016-06-22T20:22:24.000Z,{E2BFFD97-135E-4828-82D7-3441F32FB3A9}
323,13,067,030230,13067030230,Cobb,ARC 10,3799.22998,99.910599,3899.139893,5.9363,0.15611,6.09241,31,NW Cobb,5337,13102,5357,13181,5603,13887,6099,14783,2147.9,,275.6,762,1681,2016-06-22T20:22:24.000Z,{8636DDD2-52CD-4F78-BC45-567A977ECE08}
324,13,067,030311,13067030311,Cobb,ARC 10,2091.370117,38.9146,2130.280029,3.26777,0.060804,3.32856,32,NE Cobb,2226,6377,2258,6399,2320,6474,2412,6616,1932.4,,72.4,186,239,2016-06-22T20:22:24.000Z,{FA9BA8C5-AE40-4AEF-8251-AF4722A51A88}
325,13,067,031001,13067031001,Cobb,ARC 10,3835.219971,18.646099,3853.870117,5.99253,0.029135,6.02167,34,Marietta,1701,4992,1733,5112,1849,5505,2033,5975,832,,163.8,332,983,2016-06-22T20:22:24.000Z,{20A39705-DD41-4F70-9C6A-453E1C15F4FE}
326,13,067,030310,13067030310,Cobb,ARC 10,2150.060059,18.4652,2168.52002,3.35947,0.028852,3.38831,31,NW Cobb,2898,8588,2935,8729,3208,9533,3720,10865,2525.9,,669.7,822,2277,2016-06-22T20:22:24.000Z,{7B0224CE-0A11-4AA9-A4BE-0D98A84BDC26}
327,13,067,030215,13067030215,Cobb,ARC 10,1782.939941,6.19345,1789.130005,2.78584,0.009677,2.79552,31,NW Cobb,3106,9239,3124,9308,3431,10244,3805,11159,3299.6,,685.7,699,1920,2016-06-22T20:22:24.000Z,{2108C9D7-6523-4A8D-AAD1-F4B1543608B9}
328,13,067,030601,13067030601,Cobb,ARC 10,2275.600098,42.5839,2318.189941,3.55563,0.066537,3.62217,34,Marietta,4394,8909,4468,9024,4815,9640,5490,10905,2474.7,,554.4,1096,1996,2016-06-22T20:22:24.000Z,{C4F4A8EE-59A0-4E63-AEDF-A7469245C068}
329,13,067,030227,13067030227,Cobb,ARC 10,2137.48999,13.7094,2151.199951,3.33983,0.021421,3.36125,31,NW Cobb,2978,7373,3058,7570,3601,8926,4180,10135,2168.5,,812.4,1202,2762,2016-06-22T20:22:24.000Z,{F766CAE0-D23C-444A-84E6-B94048253480}
330,13,067,030602,13067030602,Cobb,ARC 10,3940.879883,10.9055,3951.790039,6.15762,0.01704,6.17467,34,Marietta,3487,7341,3573,7515,4253,8844,5142,10560,1184,,519.2,1655,3219,2016-06-22T20:22:24.000Z,{5432AFA6-C472-43A9-B8E0-14E098C55337}
331,13,067,030506,13067030506,Cobb,ARC 10,1978.52002,9.26497,1987.790039,3.09144,0.014476,3.10592,32,NE Cobb,2272,5244,2429,5448,3130,6591,3714,7509,1691.6,,730.6,1442,2265,2016-06-22T20:22:24.000Z,{95687CBB-B722-407E-AA54-2EBDCEA60B99}
332,13,067,030507,13067030507,Cobb,ARC 10,1509.430054,21.387501,1530.810059,2.35848,0.033418,2.39189,32,NE Cobb,1888,5046,1908,5090,1977,5185,2083,5390,2102.5,,143.3,195,344,2016-06-22T20:22:24.000Z,{766C386A-A2CF-4546-B19F-09EEEC89DCE9}
333,13,067,030229,13067030229,Cobb,ARC 10,3211.219971,27.8144,3239.030029,5.01753,0.04346,5.06098,31,NW Cobb,1337,6814,1420,7541,1962,9779,2253,11048,1336.1,,830.2,916,4234,2016-06-22T20:22:24.000Z,{DAE05251-A6AD-44F5-A75D-608DBE54B1A1}
334,13,067,031208,13067031208,Cobb,ARC 10,893.963989,5.90384,899.867981,1.39682,0.009225,1.40604,35,Cumberland,3090,5318,3121,5326,3174,5359,3279,5441,3798.6,,87.9,189,123,2016-06-22T20:22:24.000Z,{AAFF61B5-0F76-402E-99BB-DD2DE8D80669}
335,13,067,031207,13067031207,Cobb,ARC 10,688.309021,12.2334,700.54303,1.07548,0.019115,1.0946,35,Cumberland,2398,4040,2507,4236,2931,4901,3575,5886,3672.7,,1678.2,1177,1846,2016-06-22T20:22:24.000Z,{A5AC9F7B-9208-4642-830C-D003C2FC57CD}
336,13,067,030226,13067030226,Cobb,ARC 10,1721.040039,10.2722,1731.319946,2.68913,0.01605,2.70519,31,NW Cobb,3707,9530,3747,9618,4091,10497,4651,11666,3529.6,,791.1,944,2136,2016-06-22T20:22:24.000Z,{8C48D364-442F-4CA4-BDD6-E1B1E7D468C0}
337,13,067,031505,13067031505,Cobb,ARC 10,2487.23999,2.44634,2489.689941,3.88631,0.003822,3.89014,33,SW Cobb,2295,6690,2353,6826,2601,7465,3036,8569,1715.4,,481.8,741,1879,2016-06-22T20:22:24.000Z,{5EE566DE-1E66-4A04-8357-39012125835D}
338,13,067,030313,13067030313,Cobb,ARC 10,2348.659912,16.188601,2364.840088,3.66978,0.025295,3.69506,31,NW Cobb,3111,8797,3159,8939,3449,9747,3894,10843,2377.6,,553,783,2046,2016-06-22T20:22:24.000Z,{DADCAA1B-91FF-4BD5-BBB8-6FC2F5D6585B}
339,13,067,031310,13067031310,Cobb,ARC 10,2881.820068,49.673599,2931.5,4.50284,0.077615,4.58047,36,S Cobb,2398,6365,2423,6387,2546,6532,2650,6707,1383.7,1458,74.3,252,342,2016-06-22T20:22:24.000Z,{F2E24001-EEC4-4C64-905B-AA622F460E82}
340,13,067,030214,13067030214,Cobb,ARC 10,2619.050049,17.0952,2636.139893,4.09227,0.026711,4.11897,31,NW Cobb,2876,8481,2881,8516,3207,9493,3688,10714,2068.5,,544.6,812,2233,2016-06-22T20:22:24.000Z,{8C592587-C8E3-452D-B9FC-CEEB01079BEF}
341,13,067,031212,13067031212,Cobb,ARC 10,986.666016,49.681,1036.349976,1.54167,0.077627,1.6193,35,Cumberland,1066,2530,1066,2535,1102,2595,1150,2631,1581.3,,63.1,84,101,2016-06-22T20:22:24.000Z,{578900A3-4AF0-4715-96EA-6EB6DB24F1BB}
342,13,067,031211,13067031211,Cobb,ARC 10,367.502991,5.22999,372.733002,0.574223,0.008172,0.582395,35,Cumberland,2310,3762,2325,3767,2355,3774,2506,3959,6270,,328.3,196,197,2016-06-22T20:22:24.000Z,{2234FCFB-ED71-4219-87E5-4F6C7C441E1C}
343,13,067,031209,13067031209,Cobb,ARC 10,842.325989,1.20167,843.528015,1.31613,0.001878,1.31801,35,Cumberland,1625,3504,1636,3510,1676,3551,1827,3804,2695.4,,230.8,202,300,2016-06-22T20:22:24.000Z,{43A9D7E9-D149-4AB0-B418-F7AF4251224D}
344,13,067,030224,13067030224,Cobb,ARC 10,1129.650024,3.56104,1133.209961,1.76508,0.005564,1.77064,31,NW Cobb,2308,5942,2348,6039,2576,6684,2921,7445,3301.1,,835,613,1503,2016-06-22T20:22:24.000Z,{49D083CE-0219-425F-BCEC-974CB84F3101}
345,13,067,031205,13067031205,Cobb,ARC 10,1791.97998,78.378899,1870.359985,2.79997,0.122467,2.92244,35,Cumberland,3034,5686,3078,5745,3284,6046,3550,6414,1960.7,,251,516,728,2016-06-22T20:22:24.000Z,{8CCA52D6-ED0F-4423-810E-11D31125AA2D}
346,13,067,031206,13067031206,Cobb,ARC 10,2269.939941,4.48274,2274.429932,3.54678,0.007004,3.5538,35,Cumberland,4599,8581,4644,8611,4730,8684,5045,9050,2383.6,,130.3,446,469,2016-06-22T20:22:24.000Z,{D8CF4D73-E450-45C5-9596-A48E4B4C425D}
347,13,067,030220,13067030220,Cobb,ARC 10,448.770996,1.02845,449.799988,0.701205,0.001607,0.702812,31,NW Cobb,630,1759,636,1776,752,2093,907,2455,2512.9,,994.3,277,696,2016-06-22T20:22:24.000Z,{27A25F89-C57D-4547-9C99-101AEF364A98}
348,13,067,030905,13067030905,Cobb,ARC 10,1506.880005,6.76896,1513.650024,2.3545,0.010577,2.36508,34,Marietta,2080,8508,2113,8975,2357,10341,2627,11523,3545,,1256.3,547,3015,2016-06-22T20:22:24.000Z,{79867F33-1732-4C9D-AE66-20CB6C67E1C4}
349,13,067,030502,13067030502,Cobb,ARC 10,2360.889893,20.710899,2381.600098,3.68889,0.032361,3.72125,32,NE Cobb,2741,6948,2807,7029,3134,7678,3755,9141,1877.8,,592.7,1014,2193,2016-06-22T20:22:24.000Z,{F01AA50C-1F7F-40C3-92CA-2AA22C208585}
350,13,067,030209,13067030209,Cobb,ARC 10,3362.179932,22.5847,3384.76001,5.25341,0.035289,5.28869,33,SW Cobb,2658,7331,2709,7438,3112,8408,3768,9995,1383.2,,502.6,1110,2664,2016-06-22T20:22:24.000Z,{8F90841A-F38D-41C3-A81D-66CA4B402CA8}
351,13,067,030326,13067030326,Cobb,ARC 10,1752.920044,21.217199,1774.140015,2.73894,0.033152,2.77209,32,NE Cobb,1511,4563,1534,4589,1651,4852,1959,5712,1629.6,2040,410.4,448,1149,2016-06-22T20:22:24.000Z,{1D4421BE-C226-4F9A-AE87-210F5900D6F0}
352,13,067,031108,13067031108,Cobb,ARC 10,826.908997,3.04187,829.950012,1.29205,0.004753,1.2968,35,Cumberland,2658,5345,2688,5353,2692,5352,2805,5428,4111.5,,63.8,147,83,2016-06-22T20:22:24.000Z,{E86A5F09-959A-4C63-BB5E-6F873006FE20}
353,13,117,130105,13117130105,Forsyth,ARC 20,2473.800049,112.348999,2586.149902,3.86531,0.175545,4.04086,141,N Forsyth,1276,3614,1824,5101,3018,8266,4025,10908,903.5,2727,1823.5,2749,7294,2016-06-22T20:22:24.000Z,{7F059160-DCB6-48B5-AB12-0E8C37C9BAB0}
354,13,117,130205,13117130205,Forsyth,ARC 20,4125.709961,77.785301,4203.5,6.44642,0.12154,6.56797,141,N Forsyth,1078,2758,1524,3836,2599,6426,3518,8604,417.9,,885.8,2440,5846,2016-06-22T20:22:24.000Z,{98245F30-2904-413B-AB38-F38C07DF688B}
355,13,117,130603,13117130603,Forsyth,ARC 20,3728.290039,74.2258,3802.52002,5.82545,0.115978,5.94144,143,S Forsyth,1393,4186,1601,4759,2070,6049,2398,6921,709.5,,463.6,1005,2735,2016-06-22T20:22:24.000Z,{B49DF0E9-DEBA-471D-B548-94FDE5CB4A22}
356,13,117,130610,13117130610,Forsyth,ARC 20,2566.070068,55.3153,2621.389893,4.00948,0.08643,4.09592,143,S Forsyth,1589,4572,1792,5104,2293,6434,2670,7395,1115.1,,688.5,1081,2823,2016-06-22T20:22:24.000Z,{AD31CFE9-B61C-4FF2-B636-B3038A3792A5}
357,13,117,130606,13117130606,Forsyth,ARC 20,1104.459961,4.72886,1109.189941,1.72572,0.007389,1.73311,143,S Forsyth,1533,4409,1770,5024,2243,6222,2557,6968,2593.5,,1505.3,1024,2559,2016-06-22T20:22:24.000Z,{AFCF592B-3671-47F9-B724-DCC48DA0C904}
358,13,117,130604,13117130604,Forsyth,ARC 20,1568.280029,2.82985,1571.109985,2.45044,0.004422,2.45486,143,S Forsyth,1737,5189,1992,5889,2530,7354,2870,8239,2075.6,,1220,1133,3050,2016-06-22T20:22:24.000Z,{C1FCC0D1-69E5-4D5C-90E0-C3D6ED1114D5}
359,13,117,130611,13117130611,Forsyth,ARC 20,1521.97998,44.935902,1566.920044,2.37809,0.070212,2.44831,143,S Forsyth,1217,3669,1387,4139,1732,5091,1947,5661,1528.8,,830,730,1992,2016-06-22T20:22:24.000Z,{0449BC8E-4255-4828-9893-0928806D6956}
360,13,117,130609,13117130609,Forsyth,ARC 20,1683.300049,6.27376,1689.579956,2.63016,0.009803,2.63997,143,S Forsyth,1508,4813,1726,5460,2187,6836,2473,7662,1851.2,,1095.8,965,2849,2016-06-22T20:22:24.000Z,{9C7E7346-00AF-4854-BD62-01955B3F16A1}
361,13,117,130607,13117130607,Forsyth,ARC 20,1901.969971,9.57929,1911.550049,2.97183,0.014968,2.9868,143,S Forsyth,1799,5113,2061,5803,2614,7245,2969,8132,1704.3,,1006.3,1170,3019,2016-06-22T20:22:24.000Z,{87DB3604-8EC1-4CAA-9853-3CD0FB93584B}
362,13,117,130605,13117130605,Forsyth,ARC 20,1813.599976,10.5808,1824.180054,2.83375,0.016532,2.85028,143,S Forsyth,1653,4459,1913,5095,2694,7038,3113,8017,1537.6,,1226.9,1460,3558,2016-06-22T20:22:24.000Z,{196073DC-DCAB-4060-9D7F-1C4B9AC8CBE5}
363,13,117,130602,13117130602,Forsyth,ARC 20,1371.25,7.21424,1378.459961,2.14258,0.011272,2.15384,143,S Forsyth,1652,5146,1997,6143,2846,8628,3495,10491,2339.1,,2429.5,1843,5345,2016-06-22T20:22:24.000Z,{FB8CF838-3D42-4B4E-89EE-CC93ED63B473}
364,13,117,130508,13117130508,Forsyth,ARC 20,2812.959961,36.267899,2849.22998,4.39525,0.056669,4.45192,142,Cumming,1798,5255,1870,5410,2524,7239,2957,8427,1167.8,,704.9,1159,3172,2016-06-22T20:22:24.000Z,{57B455C7-0D0D-439A-A051-A67714CB0100}
365,13,117,130507,13117130507,Forsyth,ARC 20,1554.119995,897.721985,2451.840088,2.42831,1.40269,3.831,142,Cumming,1168,2688,1405,3172,1919,4255,2144,4742,707.4,,540.5,976,2054,2016-06-22T20:22:24.000Z,{AF9F51BB-F7A8-4A87-A393-7C04796AC319}
366,13,117,130409,13117130409,Forsyth,ARC 20,2200.580078,7.97656,2208.560059,3.43841,0.012463,3.45088,142,Cumming,1278,3338,1602,4150,2424,6217,3209,8174,953.7,,1381.7,1931,4836,2016-06-22T20:22:24.000Z,{A3B2C84D-5B62-4171-8FEA-036B0C6C682F}
367,13,067,030218,13067030218,Cobb,ARC 10,2214.320068,28.6677,2242.98999,3.45988,0.044793,3.50467,31,NW Cobb,1581,4959,1590,5010,1836,5812,2132,6659,1416.9,,485.7,551,1700,2016-06-22T20:22:24.000Z,{73B58B20-AECF-4AA2-9A77-5B7F9E598BC4}
368,13,067,030219,13067030219,Cobb,ARC 10,4584.959961,42.2743,4627.22998,7.164,0.066054,7.23005,31,NW Cobb,3083,9715,3109,9831,3399,10706,3726,11609,1349.3,,263.1,643,1894,2016-06-22T20:22:24.000Z,{327DB159-DD84-4ADE-A18B-9F097ED311BA}
369,13,067,030235,13067030235,Cobb,ARC 10,3074.040039,17.3216,3091.360107,4.80319,0.027065,4.83025,33,SW Cobb,1919,5888,2007,6135,2289,6928,2588,7738,1226.7,,385.4,669,1850,2016-06-22T20:22:24.000Z,{45D96071-5833-4E33-BB3D-D1A20C268625}
370,13,067,030234,13067030234,Cobb,ARC 10,2918.570068,7.86536,2926.429932,4.56027,0.01229,4.57255,33,SW Cobb,1790,5551,1797,5584,2000,6119,2290,6887,1206.7,,290.4,500,1336,2016-06-22T20:22:24.000Z,{870AA3A2-CD5C-4298-A2A3-CBD273F2FA74}
371,13,067,030233,13067030233,Cobb,ARC 10,1748.969971,9.42781,1758.400024,2.73277,0.014731,2.7475,33,SW Cobb,1659,5017,1712,5114,1989,5831,2213,6366,1858.1,,499.6,554,1349,2016-06-22T20:22:24.000Z,{F1BA4D55-A4AA-4D28-ADEB-9DE2EF3A7C5A}
372,13,067,030337,13067030337,Cobb,ARC 10,1124.069946,32.013699,1156.079956,1.75636,0.050021,1.80637,32,NE Cobb,1840,5250,1862,5261,1924,5343,2145,5868,2916.7,3260,343.3,305,618,2016-06-22T20:22:24.000Z,{B12A5C2C-69A7-4988-AFF4-58720CE7EE00}
373,13,067,030334,13067030334,Cobb,ARC 10,977.031006,8.73839,985.768982,1.52661,0.013654,1.54026,32,NE Cobb,1265,3285,1271,3285,1373,3521,1521,3868,2190,,388.7,256,583,2016-06-22T20:22:24.000Z,{C7802956-505E-416C-AF56-2F9C13EAACA0}
374,13,067,031111,13067031111,Cobb,ARC 10,483.186005,0,483.186005,0.754978,0,0.754978,35,Cumberland,1722,2826,1736,2832,1823,2932,1983,3120,3532.5,3900,367.5,261,294,2016-06-22T20:22:24.000Z,{88CC047E-94F2-4058-9135-AC98271BCD06}
375,13,067,031110,13067031110,Cobb,ARC 10,668.211975,0,668.211975,1.04408,0,1.04408,35,Cumberland,1318,3409,1321,3409,1348,3424,1455,3630,3409,3630,221,137,221,2016-06-22T20:22:24.000Z,{52B5F740-10BC-417E-AF2D-C23F4496BD6A}
376,13,067,030405,13067030405,Cobb,ARC 10,989.635986,0,989.635986,1.54631,0,1.54631,35,Cumberland,2914,5905,2965,5968,3064,6114,3258,6406,3936.7,,334,344,501,2016-06-22T20:22:24.000Z,{E017B82F-E7FD-4573-BDBE-73DDCAFC7D6C}
377,13,067,031101,13067031101,Cobb,ARC 10,822.552979,0,822.552979,1.28524,0,1.28524,35,Cumberland,1770,4738,1789,4741,2016,5279,2307,5901,3644.6,,894.6,537,1163,2016-06-22T20:22:24.000Z,{30B26D16-262A-4866-B4E2-62031D059A22}
378,13,117,130305,13117130305,Forsyth,ARC 20,2466.51001,24.384399,2490.889893,3.85392,0.038101,3.89202,142,Cumming,1827,5000,2203,5983,2997,7997,3429,9046,1282.1,,1037.4,1602,4046,2016-06-22T20:22:24.000Z,{5B0B999E-D522-467F-9E3C-4A1E24D966B6}
379,13,117,130301,13117130301,Forsyth,ARC 20,5075.97998,115.788002,5191.77002,7.93122,0.180919,8.11214,142,Cumming,2021,5965,2890,8421,4666,13435,5794,16555,736.4,,1307.4,3773,10590,2016-06-22T20:22:24.000Z,{2913F16F-27B5-4D9F-913E-E4D3FC7CA96D}
380,13,117,130405,13117130405,Forsyth,ARC 20,2467.469971,8.30793,2475.780029,3.85542,0.012981,3.86841,142,Cumming,1599,4413,1912,5255,2926,7959,3798,10256,1131.5,,1498.2,2199,5843,2016-06-22T20:22:24.000Z,{A427FE64-8849-4681-8D7B-BA55DE69380A}
381,13,117,130504,13117130504,Forsyth,ARC 20,2116.51001,1593.890015,3710.409912,3.30705,2.49045,5.79752,142,Cumming,1920,4599,2484,5850,3275,7533,4022,9168,792.9,,787.8,2102,4569,2016-06-22T20:22:24.000Z,{8548AE34-C24D-4157-9F3F-8848988239AB}
382,13,117,130505,13117130505,Forsyth,ARC 20,2946.610107,2494.929932,5441.540039,4.60408,3.89833,8.50241,142,Cumming,1501,3773,2055,5112,2940,7248,3634,8865,443.9,,599.1,2133,5092,2016-06-22T20:22:24.000Z,{6D2AFC6C-943D-4BA5-97E5-8779324F3E18}
383,13,117,130503,13117130503,Forsyth,ARC 20,3386.120117,4984.439941,8370.55957,5.29081,7.78819,13.079,142,Cumming,1277,3011,1726,4029,2641,6073,3105,7080,229.8,,310.6,1828,4069,2016-06-22T20:22:24.000Z,{6E111D1D-698B-4FC8-B2C7-02464A6C4E75}
384,13,117,130102,13117130102,Forsyth,ARC 20,3357.879883,50.0769,3407.959961,5.24669,0.078245,5.32494,141,N Forsyth,1035,2691,1388,3569,1973,5005,2424,6143,507.7,,651.3,1389,3452,2016-06-22T20:22:24.000Z,{E9F840F9-587B-41F7-A7ED-AC8DCAB28FF5}
385,13,117,130103,13117130103,Forsyth,ARC 20,5299.259766,616.062012,5915.319824,8.28009,0.962597,9.24269,141,N Forsyth,1611,4194,2050,5261,2962,7469,3712,9234,455.9,,547.8,2101,5040,2016-06-22T20:22:24.000Z,{BCF3E1F6-936E-435F-B7E3-BB5701674771}
386,13,117,130303,13117130303,Forsyth,ARC 20,4478.089844,46.674999,4524.77002,6.99702,0.07293,7.06995,142,Cumming,1663,4491,2332,6220,3677,9679,4584,11960,632.5,,1052,2921,7469,2016-06-22T20:22:24.000Z,{17140EDA-8A1A-428C-9229-7CAB97C72618}
387,13,117,130201,13117130201,Forsyth,ARC 20,9334.519531,129.097,9463.610352,14.5852,0.201714,14.7869,141,N Forsyth,2586,7230,3764,10400,6247,17048,8522,23187,488.5,,1078.2,5936,15957,2016-06-22T20:22:24.000Z,{66B366BE-909A-4B5B-A68B-67215CAA8782}
388,13,067,030232,13067030232,Cobb,ARC 10,2518.070068,0,2518.070068,3.93448,0,3.93448,33,SW Cobb,2036,6236,2073,6311,2201,6593,2384,7017,1599,,200.3,348,781,2016-06-22T20:22:24.000Z,{9700C9C0-134C-40D7-A834-337CFC70D5BE}
389,13,067,030222,13067030222,Cobb,ARC 10,1109.02002,20.982201,1130.01001,1.73284,0.032785,1.76564,31,NW Cobb,2085,6176,2094,6194,2420,7141,2765,8015,3431.1,,1021.7,680,1839,2016-06-22T20:22:24.000Z,{B7ADA391-13E4-4939-91C5-3447114AA8F5}
390,13,067,031118,13067031118,Cobb,ARC 10,1241.689941,12.4717,1254.160034,1.94014,0.019487,1.95963,36,S Cobb,2371,5620,2397,5656,2504,5875,2747,6383,2810,,381.5,376,763,2016-06-22T20:22:24.000Z,{44B95BC5-653A-439B-8F6E-9BA03C20BA71}
391,13,067,031117,13067031117,Cobb,ARC 10,1495.099976,18.8685,1513.969971,2.33609,0.029482,2.36558,36,S Cobb,2114,5606,2140,5652,2240,5828,2414,6202,2335.8,,248.3,300,596,2016-06-22T20:22:24.000Z,{14039276-669E-4F67-82E4-E6B2D2906C3A}
392,13,067,031507,13067031507,Cobb,ARC 10,973.861023,0,973.861023,1.52166,0,1.52166,33,SW Cobb,1132,3550,1155,3599,1276,3942,1407,4260,2366.7,2840,473.3,275,710,2016-06-22T20:22:24.000Z,{F4D39271-5F90-4AC1-A777-3ECA7784264C}
393,13,067,031004,13067031004,Cobb,ARC 10,1029.630005,2.11473,1031.75,1.6088,0.003304,1.61211,36,S Cobb,2323,6784,2357,6835,2454,7029,2579,7280,4240,4550,310,256,496,2016-06-22T20:22:24.000Z,{F72C28ED-3126-4E93-98CB-74A17EAEFBE0}
394,13,067,030103,13067030103,Cobb,ARC 10,3638.199951,336.420013,3974.620117,5.68469,0.525656,6.21034,31,NW Cobb,3349,9179,3418,9376,3800,10396,4378,11781,1480.5,,419.7,1029,2602,2016-06-22T20:22:24.000Z,{B4E9FB19-07B4-4E91-BFE0-85F4583B0B14}
395,13,067,031404,13067031404,Cobb,ARC 10,2161.52002,15.8103,2177.330078,3.37738,0.024704,3.40208,36,S Cobb,2194,5564,2262,5707,2618,6496,2912,7132,1636.5,,461.2,718,1568,2016-06-22T20:22:24.000Z,{E47D0564-393E-43AA-AEAD-2ED227ABA764}
396,13,067,031306,13067031306,Cobb,ARC 10,1375.680054,0.62147,1376.310059,2.1495,0.000971,2.15048,36,S Cobb,1527,4127,1619,4370,1895,5031,2119,5568,1875.9,,655,592,1441,2016-06-22T20:22:24.000Z,{BEE928B5-ACF8-4D64-97A6-F3B13A38662A}
397,13,067,030101,13067030101,Cobb,ARC 10,6899.970215,698.413025,7598.379883,10.7812,1.09127,11.8725,31,NW Cobb,2820,7805,2921,8115,3336,9269,3913,10597,655.9,,234.6,1093,2792,2016-06-22T20:22:24.000Z,{75BB3BF7-F697-48D1-83D8-4809827EA107}
398,13,067,030104,13067030104,Cobb,ARC 10,978.986023,1.67982,980.666016,1.52967,0.002625,1.53229,31,NW Cobb,1650,4051,1668,4081,1909,4652,2308,5490,2700.7,3660,959.3,658,1439,2016-06-22T20:22:24.000Z,{70E8BA64-E22F-468B-AB01-25398F760FD6}
399,13,117,130613,13117130613,Forsyth,ARC 20,2005.469971,9.25978,2014.72998,3.13355,0.014468,3.14802,143,S Forsyth,1058,2751,1225,3129,1833,4599,2326,5754,887.4,,968.7,1268,3003,2016-06-22T20:22:24.000Z,{A64CD9E5-201F-422A-8660-BF77EC5450D2}
400,13,117,130408,13117130408,Forsyth,ARC 20,1675.22998,21.267099,1696.5,2.61755,0.03323,2.65078,142,Cumming,1627,4998,2072,6318,2971,8995,3462,10420,1851.1,,2008.1,1835,5422,2016-06-22T20:22:24.000Z,{68F9E10E-0055-4063-A4A5-A51631D234AC}
401,13,117,130612,13117130612,Forsyth,ARC 20,2362.120117,14.7621,2376.879883,3.69081,0.023066,3.71387,143,S Forsyth,1994,5919,2228,6554,2603,7507,2869,8161,1599.7,,605.9,875,2242,2016-06-22T20:22:24.000Z,{1FAEF4AE-9211-40FB-B57F-097A2A6F7B80}
402,13,117,130608,13117130608,Forsyth,ARC 20,2158.550049,12.9429,2171.48999,3.37273,0.020223,3.39295,143,S Forsyth,1670,4912,1840,5379,2240,6499,2558,7366,1444.7,,721.8,888,2454,2016-06-22T20:22:24.000Z,{87403D03-09BC-4425-91D3-27F387CCB5E3}
403,13,117,130307,13117130307,Forsyth,ARC 20,3023.560059,28.591299,3052.149902,4.72431,0.044674,4.76898,142,Cumming,1574,4499,2069,5839,3146,8726,3912,10787,937.3,,1310,2338,6288,2016-06-22T20:22:24.000Z,{E7D23100-E204-4590-88BF-D8A83E1FD22D}
404,13,117,130302,13117130302,Forsyth,ARC 20,2947.300049,15.5345,2962.840088,4.60516,0.024273,4.62944,142,Cumming,1944,5550,2413,6804,3382,9412,4004,11078,1206.5,,1201.7,2060,5528,2016-06-22T20:22:24.000Z,{77CC43BA-C473-41F1-A4E0-C1B6C3E50DF9}
405,13,117,130304,13117130304,Forsyth,ARC 20,3062.780029,31.8309,3094.610107,4.78559,0.049736,4.83533,142,Cumming,1443,4294,1745,5137,2314,6770,2741,7950,894.6,,761.7,1298,3656,2016-06-22T20:22:24.000Z,{E33637E9-7179-4887-A8A8-494DAF8D7659}
406,13,117,130404,13117130404,Forsyth,ARC 20,1605.52002,13.5683,1619.089966,2.50863,0.021201,2.52983,142,Cumming,1354,4115,1484,4478,1717,5101,2083,6085,1646,2434,788,729,1970,2016-06-22T20:22:24.000Z,{44AFC7AA-DF03-4CF1-9781-158DBF398E8D}
407,13,117,130306,13117130306,Forsyth,ARC 20,1995.26001,32.5336,2027.790039,3.11759,0.050834,3.16842,142,Cumming,1756,4629,2107,5511,2493,6452,2706,6974,1446.6,,732.8,950,2345,2016-06-22T20:22:24.000Z,{B02F6842-2B04-4B0B-8130-64FEB7D9C778}
408,13,117,130601,13117130601,Forsyth,ARC 20,4245.140137,23.4545,4268.589844,6.63303,0.036648,6.66967,143,S Forsyth,1458,4024,1763,4828,2516,6775,3219,8566,600.6,,677.9,1761,4542,2016-06-22T20:22:24.000Z,{DCB0B6FE-BB5C-4738-921E-3F52881990A4}
409,13,117,130510,13117130510,Forsyth,ARC 20,4507.120117,22.039301,4529.149902,7.04238,0.034436,7.0768,142,Cumming,2073,5771,2264,6257,2740,7385,3228,8663,812.8,,407.3,1155,2892,2016-06-22T20:22:24.000Z,{98BF7D2E-1E14-4E1E-B202-7C03DCBAFA0B}
