OBJECTID,GEOID10,County,Area_Name,Total_Population,Total_Population_MOE_2016,Planning_Region,AcresLand,AcresWater,AcresTotal,SqMi_Land,SqMi_Water,SqMi_Total,TRACTCE10,CountyName,TOTAL_JOBS_2014,JOBS_PER_SQ_MILE_2014,JOB_TO_WORKER_RATIO_2014,JOBS_AGE_29_YNGR_2014,JOBS_AGE_30_54_2014,JOBS_AGE_55_OLDR_2014,PCT_JOBS_AGE_29_YNGR_2014,PCT_JOBS_AGE_30_54_2014,PCT_JOBS_AGE_55_OLDR_2014,JOBS_EARN_1250_MO_LESS_2014,JOBS_EARN_1251_3333_MO_2014,JOBS_EARN_MORE_3333_MO_2014,PCT_JOBS_EARN_1250_MO_LESS_2014,PCT_JOBS_EARN_1251_3333_MO_2014,PCT_JOBS_EARN_MORE_3333_MO_2014,JOBS_NAICS_11_AG_FOR_FISH_2014,JOBS_NAICS_21_MINE_OIL_GAS_2014,JOBS_NAICS_22_UTILITIES_2014,JOBS_NAICS_23_CONSTRUCTION_2014,JOBS_NAICS_31_33_MANUFACT_2014,JOBS_NAICS_42_WHOLESALE_2014,JOBS_NAICS_44_45_RETAIL_2014,JOBS_NAICS_48_49_TRANS_WHS_2014,JOBS_NAICS_51_INFORMATION_2014,JOBS_NAICS_52_FINANCE_INS_2014,JOBS_NAICS_53_REAL_ESTATE_2014,JOBS_NAICS_54_PRO_SCI_TECH_2014,JOBS_NAICS_55_MANAGEMENT_2014,JOBS_NAICS_56_ADMIN_WASTE_2014,JOBS_NAICS_61_EDUCATION_2014,JOBS_NAICS_62_HEALTH_SOC_2014,JOBS_NAICS_71_ARTS_ENT_REC_2014,JOBS_NAICS_72_ACCOMM_FOOD_2014,JOBS_NAICS_81_OTHER_SERV_2014,JOBS_NAICS_92_PUBLIC_ADMIN_2014,TOTAL_JOBS_2015,JOBS_PER_SQ_MILE_2015,JOB_TO_WORKER_RATIO_2015,JOBS_AGE_29_YNGR_2015,JOBS_AGE_30_54_2015,JOBS_AGE_55_OLDR_2015,JOBS_EARN_1250_MO_LESS_2015,JOBS_EARN_1251_3333_MO_2015,JOBS_EARN_MORE_3333_MO_2015,PCT_JOBS_AGE_29_YNGR_2015,PCT_JOBS_AGE_30_54_2015,PCT_JOBS_AGE_55_OLDR_2015,PCT_JOBS_EARN_1250_MO_LESS_2015,PCT_JOBS_EARN_1251_3333_MO_2015,PCT_JOBS_EARN_MORE_3333_MO_2015,JOBS_NAICS_11_AG_FOR_FISH_2015,JOBS_NAICS_21_MINE_OIL_GAS_2015,JOBS_NAICS_22_UTILITIES_2015,JOBS_NAICS_23_CONSTRUCTION_2015,JOBS_NAICS_31_33_MANUFACT_2015,JOBS_NAICS_42_WHOLESALE_2015,JOBS_NAICS_44_45_RETAIL_2015,JOBS_NAICS_48_49_TRANS_WHS_2015,JOBS_NAICS_51_INFORMATION_2015,JOBS_NAICS_52_FINANCE_INS_2015,JOBS_NAICS_53_REAL_ESTATE_2015,JOBS_NAICS_54_PRO_SCI_TECH_2015,JOBS_NAICS_55_MANAGEMENT_2015,JOBS_NAICS_56_ADMIN_WASTE_2015,JOBS_NAICS_61_EDUCATION_2015,JOBS_NAICS_62_HEALTH_SOC_2015,JOBS_NAICS_71_ARTS_ENT_REC_2015,JOBS_NAICS_72_ACCOMM_FOOD_2015,JOBS_NAICS_81_OTHER_SERV_2015,JOBS_NAICS_92_PUBLIC_ADMIN_2015,GlobalID,last_edited_date
695,13077170305,13077,"Census Tract 1703.05, Coweta County",10536,804,ARC 20,6719.50976563,48.12969971,6767.64013672,10.49919987,0.0752027,10.57439995,170305,Coweta,11846,1117.5,3.4,2945,6796,2105,24.9,57.4,17.8,3360,4536,3950,28.4,38.3,33.3,0,0,1,274,1812,430,1813,306,663,312,92,318,16,1009,477,1596,84,1080,262,1301,12526,1181.7,5.66,2934,7281,2311,3186,4920,4420,23.4,58.1,18.4,25.4,39.3,35.3,3,0,0,230,1905,646,1824,214,698,289,80,340,3,1062,493,2060,46,931,272,1430,{6185B30C-A481-4B1C-81E0-DAE3187D5F90},
696,13077170601,13077,"Census Tract 1706.01, Coweta County",7682,716,ARC 20,5868.39013672,169.28999329,6037.68017578,9.16936016,0.264516,9.43387985,170601,Coweta,1803,191.8,0.7,342,1063,398,19,59,22.1,418,758,627,23.2,42,34.8,0,0,102,213,176,98,135,7,7,41,13,65,0,381,242,83,1,42,33,164,1790,190.4,0.81,335,1060,395,421,715,654,18.7,59.2,22.1,23.5,39.9,36.5,0,0,100,216,131,97,115,7,84,40,7,61,1,316,255,112,0,51,21,176,{0F0EB7D0-CE13-413C-8FF0-035D43107E29},
697,13077170603,13077,"Census Tract 1706.03, Coweta County",5316,390,ARC 20,7881.87988281,138.83799744,8020.72021484,12.31540012,0.216934,12.53240013,170603,Coweta,716,57.3,0.3,112,435,169,15.6,60.8,23.6,164,268,284,22.9,37.4,39.7,0,0,0,69,4,4,56,1,5,5,11,19,0,53,288,86,35,2,77,1,821,65.7,0.37,152,486,183,201,292,328,18.5,59.2,22.3,24.5,35.6,40,0,0,0,98,7,2,63,3,1,5,10,18,0,67,310,92,47,15,83,0,{19729834-0969-4C59-B854-C058C95CAAAC},
698,13077170502,13077,"Census Tract 1705.02, Coweta County",5995,430,ARC 20,19562.09960938,178.86000061,19740.90039063,30.56579971,0.27946901,30.84519958,170502,Coweta,287,9.3,0.1,47,197,43,16.4,68.6,15,78,122,87,27.2,42.5,30.3,8,0,0,27,1,5,16,1,1,9,4,28,0,16,130,11,7,12,6,5,389,12.6,0.18,73,250,66,99,165,125,18.8,64.3,17,25.4,42.4,32.1,9,0,0,31,1,7,23,13,1,11,5,28,0,9,198,20,4,10,19,0,{19EBD06C-2144-476D-B8F1-5780EF6DCB88},
699,13077170405,13077,"Census Tract 1704.05, Coweta County",7354,348,ARC 20,4812.89013672,63.66320038,4876.54980469,7.52014017,0.0994738,7.61960983,170405,Coweta,887,116.7,0.3,215,512,160,24.2,57.7,18,317,282,288,35.7,31.8,32.5,0,0,0,18,3,4,85,1,5,43,0,20,1,12,209,289,0,162,24,11,941,123.8,0.43,228,539,174,330,310,301,24.2,57.3,18.5,35.1,32.9,32,0,0,0,26,1,12,92,0,0,36,0,19,0,10,202,363,0,157,23,0,{2C24BBAF-9D76-41FF-95E0-41C3DC3EFE5B},
700,13077170404,13077,"Census Tract 1704.04, Coweta County",5612,434,ARC 20,4705.79003906,81.40100098,4787.18994141,7.35279989,0.127189,7.47997999,170404,Coweta,1531,204.1,0.5,559,772,200,36.5,50.4,13.1,605,529,397,39.5,34.6,25.9,0,0,0,20,3,75,178,6,4,36,14,142,0,118,76,416,53,349,30,11,1483,197.7,0.67,547,731,205,612,525,346,36.9,49.3,13.8,41.3,35.4,23.3,0,0,0,39,11,32,182,34,1,52,18,47,2,144,75,347,34,428,37,0,{0E875247-AE72-4068-9C69-A0D729D0CAB8},
701,13077170403,13077,"Census Tract 1704.03, Coweta County",4703,354,ARC 20,10382.59960938,104.10500336,10486.70019531,16.2227993,0.162664,16.38549995,170403,Coweta,653,39.8,0.4,145,406,102,22.2,62.2,15.6,152,322,179,23.3,49.3,27.4,0,0,0,7,162,238,15,9,4,7,4,2,2,61,51,10,14,66,1,0,655,39.9,0.3,163,400,92,147,318,190,24.9,61.1,14,22.4,48.5,29,0,0,0,9,158,275,11,5,0,3,0,7,0,31,55,12,13,73,3,0,{7399DD3D-2689-4EDE-9C40-F4857989B0E6},
702,13077170306,13077,"Census Tract 1703.06, Coweta County",8973,607,ARC 20,4386.08007813,36.84790039,4422.93017578,6.85325003,0.0575748,6.91083002,170306,Coweta,6992,1013.3,2,2410,3607,975,34.5,51.6,13.9,2349,2681,1962,33.6,38.3,28.1,0,0,0,32,1613,283,2121,106,39,71,33,158,4,213,8,436,159,1551,153,12,7752,1123.5,3.5,2718,3966,1068,2563,3020,2169,35.1,51.2,13.8,33.1,39,28,0,0,0,12,1775,246,2185,141,39,83,45,135,0,667,16,545,101,1587,175,0,{C656FEFD-E14F-45E7-B7D3-914276BDAC78},
703,13097080603,13097,"Census Tract 806.03, Douglas County",6764,542,ARC 10,3499.87988281,27.23789978,3527.11010742,5.46856022,0.0425592,5.51110983,080603,Douglas,2583,469.6,0.9,774,1391,418,30,53.9,16.2,1073,849,661,41.5,32.9,25.6,0,0,0,22,252,30,670,7,5,32,6,58,5,91,496,291,68,495,44,11,2475,450,1.12,834,1242,399,1116,841,518,33.7,50.2,16.1,45.1,34,20.9,0,0,0,26,96,9,662,5,1,33,9,39,1,142,477,291,70,570,44,0,{979242EA-1771-4294-96DB-966F51C72EAC},
704,13097080511,13097,"Census Tract 805.11, Douglas County",9227,560,ARC 10,10511,89.20680237,10600.20019531,16.42340088,0.139386,16.56279945,080511,Douglas,844,50.8,0.2,198,490,156,23.5,58.1,18.5,253,379,212,30,44.9,25.1,0,0,0,37,2,9,134,10,2,9,1,30,1,12,227,325,1,21,21,2,537,32.3,0.24,118,321,98,186,174,177,22,59.8,18.2,34.6,32.4,33,0,0,0,40,2,7,122,16,0,1,0,24,2,11,241,26,0,25,20,0,{776B4C60-AD92-4652-91A4-475149FAE811},
705,13097080304,13097,"Census Tract 803.04, Douglas County",5238,531,ARC 10,2543.97998047,0,2543.97998047,3.9749701,0,3.9749701,080304,Douglas,6404,1601,3.3,1307,3754,1343,20.4,58.6,21,1526,2511,2367,23.8,39.2,37,2,12,2,199,114,97,417,11,36,203,89,306,8,223,876,1365,132,633,171,1508,6548,1637,2.96,1264,3853,1431,1482,2535,2531,19.3,58.8,21.9,22.6,38.7,38.7,0,4,4,275,124,142,401,14,10,218,59,265,1,424,789,1426,132,436,164,1660,{07C3CC71-DAAE-447F-8AA6-96E7A12D5BF2},
706,13097080404,13097,"Census Tract 804.04, Douglas County",8366,677,ARC 10,14693.59960938,80.23290253,14773.79980469,22.95870018,0.12536401,23.08410072,080404,Douglas,1109,48,0.4,279,646,184,25.2,58.3,16.6,274,493,342,24.7,44.5,30.8,3,0,0,169,362,47,34,22,35,12,25,36,2,27,72,108,4,123,26,2,1064,46.1,0.48,253,636,175,222,473,369,23.8,59.8,16.4,20.9,44.5,34.7,2,0,0,211,406,43,31,27,42,18,13,25,1,35,80,39,3,63,25,0,{8661A59E-EF30-4926-B79E-87829B6B5C0B},
707,13097080303,13097,"Census Tract 803.03, Douglas County",3930,396,ARC 10,1281.48999023,0,1281.48999023,2.00233006,0,2.00233006,080303,Douglas,1897,948.5,1.3,327,1189,381,17.2,62.7,20.1,647,657,593,34.1,34.6,31.3,0,0,0,83,68,42,180,17,3,51,40,62,0,22,794,207,0,295,25,8,2005,1002.5,0.91,415,1181,409,713,687,605,20.7,58.9,20.4,35.6,34.3,30.2,0,0,0,95,80,40,186,38,0,60,35,92,0,187,727,103,0,334,27,1,{B0ADB908-39BB-47B1-9232-BE5D7EF3D334},
708,13097080403,13097,"Census Tract 804.03, Douglas County",4689,481,ARC 10,10455.79980469,12.46500015,10468.20019531,16.33720016,0.0194766,16.35659981,080403,Douglas,1365,83.2,0.7,284,843,238,20.8,61.8,17.4,235,509,621,17.2,37.3,45.5,2,0,39,346,338,35,23,26,12,1,14,7,2,114,349,22,1,2,29,3,1277,77.9,0.58,241,798,238,218,393,666,18.9,62.5,18.6,17.1,30.8,52.2,1,0,41,116,371,21,25,19,6,4,9,17,167,113,316,19,0,1,31,0,{1D8FCB63-4002-4525-AEDF-6B34CB366515},
709,13097080103,13097,"Census Tract 801.03, Douglas County",7007,667,ARC 10,2486.9699707,3.19804001,2490.16992188,3.88589001,0.00499694,3.89088988,080103,Douglas,5977,1532.6,2.4,1653,3323,1001,27.7,55.6,16.7,1859,2630,1488,31.1,44,24.9,0,0,0,156,1078,493,823,114,17,332,217,83,59,1709,9,169,2,452,231,33,8529,2186.9,3.86,2163,4903,1463,2435,3397,2697,25.4,57.5,17.2,28.5,39.8,31.6,0,0,0,182,1149,701,854,1421,2,457,237,65,58,2548,0,189,0,497,145,24,{28C8C841-9754-4BA8-AFB6-FF1C2A89CFD2},
710,13097080604,13097,"Census Tract 806.04, Douglas County",9807,694,ARC 10,6829.70019531,82.55449677,6912.25,10.67140007,0.12899099,10.80039978,080604,Douglas,323,29.9,0.1,105,150,68,32.5,46.4,21.1,225,67,31,69.7,20.7,9.6,0,0,0,14,0,1,26,4,0,3,1,5,1,213,0,47,1,0,3,4,401,37.1,0.18,141,175,85,287,66,48,35.2,43.6,21.2,71.6,16.5,12,0,0,0,20,2,1,33,9,0,0,0,8,0,292,0,29,1,0,6,0,{D36CB6C8-E706-45ED-9AF4-3DFCC2923D5A},
711,13077170304,13077,"Census Tract 1703.04, Coweta County",7089,473,ARC 20,7311.64013672,76.36499786,7388,11.42440033,0.11932,11.54370022,170304,Coweta,887,77.1,0.3,170,514,203,19.2,57.9,22.9,315,345,227,35.5,38.9,25.6,0,0,0,27,4,14,84,106,2,3,21,51,1,55,227,129,30,77,33,23,787,68.4,0.36,127,436,224,216,314,257,16.1,55.4,28.5,27.4,39.9,32.7,0,0,0,40,8,19,60,31,4,1,19,61,0,30,236,117,45,48,45,23,{56D123EA-4299-4278-82AE-F4803A00D8FB},
712,13077170303,13077,"Census Tract 1703.03, Coweta County",5540,328,ARC 20,14650.09960938,215.92500305,14866,22.89080048,0.337383,23.22809982,170303,Coweta,242,10.4,0.1,48,149,45,19.8,61.6,18.6,66,116,60,27.3,47.9,24.8,0,0,0,30,0,10,14,2,0,6,9,16,0,101,18,6,2,15,13,0,250,10.8,0.11,64,144,42,66,121,63,25.6,57.6,16.8,26.4,48.4,25.2,0,0,0,27,0,6,17,1,0,5,5,18,0,111,18,8,2,19,13,0,{9E61222B-8007-4304-8CA9-4F636B5C43E2},
713,13077170802,13077,"Census Tract 1708.02, Coweta County",4534,275,ARC 20,29154.19921875,254.10499573,29408.30078125,45.55339813,0.397039,45.95050049,170802,Coweta,642,14,0.3,125,387,130,19.5,60.3,20.2,165,233,244,25.7,36.3,38,11,0,0,108,13,70,139,27,3,0,0,17,0,44,138,28,0,0,37,7,663,14.4,0.3,148,370,145,171,279,213,22.3,55.8,21.9,25.8,42.1,32.1,5,0,0,84,18,64,159,30,0,0,2,11,0,59,170,25,0,0,34,2,{AF45EB15-838D-46D0-BE41-D2346516BFF1},
714,13077170801,13077,"Census Tract 1708.01, Coweta County",5353,437,ARC 20,34324.30078125,246.71099854,34571,53.63169861,0.38548601,54.01720047,170801,Coweta,501,9.3,0.2,106,287,108,21.2,57.3,21.6,155,198,148,30.9,39.5,29.5,7,0,0,46,36,6,40,4,0,6,1,4,0,30,19,25,0,30,60,187,519,9.6,0.23,122,291,106,165,225,129,23.5,56.1,20.4,31.8,43.4,24.9,12,0,0,66,40,5,49,5,0,7,6,6,0,13,13,16,0,28,66,187,{BB58CAA8-BE09-4375-BB3E-9B0C008C744F},
715,13077170700,13077,"Census Tract 1707, Coweta County",7143,446,ARC 20,9263.37011719,31.11109924,9294.48046875,14.47399998,0.0486111,14.52260017,170700,Coweta,2083,143.7,0.7,454,1211,418,21.8,58.1,20.1,394,1175,514,18.9,56.4,24.7,0,0,0,39,274,31,103,12,80,51,6,56,38,783,308,142,0,102,37,21,1929,133,0.87,402,1112,415,427,906,596,20.8,57.6,21.5,22.1,47,30.9,0,0,0,26,336,26,191,20,56,56,8,41,43,496,394,124,0,80,32,0,{988BC865-6A15-41A0-9227-7D2AF3046F8D},
716,13077170402,13077,"Census Tract 1704.02, Coweta County",9559,652,ARC 20,10060.70019531,116.38999939,10177.09960938,15.7198,0.181859,15.90170002,170402,Coweta,945,59.4,0.3,214,502,229,22.6,53.1,24.2,259,298,388,27.4,31.5,41.1,0,0,180,46,33,74,22,72,8,1,85,44,107,66,70,2,70,36,25,4,703,44.2,0.32,133,408,162,146,170,387,18.9,58,23,20.8,24.2,55,0,0,186,43,36,55,14,94,61,0,0,42,0,70,72,0,0,6,24,0,{1B645BFF-4358-4456-9E25-2D63C906E65F},
717,13077170200,13077,"Census Tract 1702, Coweta County",7350,502,ARC 20,9468.12011719,125.98999786,9594.11035156,14.79389954,0.196859,14.9907999,170200,Coweta,2013,134.2,0.7,293,1253,467,14.6,62.2,23.2,498,699,816,24.7,34.7,40.5,0,0,0,47,3,14,158,424,1,38,3,41,0,22,232,879,0,107,29,15,2200,146.7,0.99,353,1356,491,452,746,1002,16,61.6,22.3,20.5,33.9,45.5,0,0,0,103,2,1,159,601,2,41,1,35,0,6,162,923,0,131,33,0,{F93D1719-DF9E-400A-A8D9-72404B507F3C},
718,13077170100,13077,"Census Tract 1701, Coweta County",7428,505,ARC 20,54800,413.34799194,55213.30078125,85.625,0.64585602,86.27079773,170100,Coweta,684,7.9,0.2,131,374,179,19.2,54.7,26.2,239,165,280,34.9,24.1,40.9,7,0,173,32,14,16,125,1,2,3,3,19,0,24,119,130,4,4,8,0,585,6.8,0.26,124,320,141,219,170,196,21.2,54.7,24.1,37.4,29.1,33.5,15,0,68,63,16,4,119,0,1,2,5,22,0,16,114,124,3,2,11,0,{0E4D1918-20F3-43E1-AD7C-D435D4950431},
719,13097080201,13097,"Census Tract 802.01, Douglas County",5309,865,ARC 10,4693.62011719,8.94719028,4702.56982422,7.33377981,0.01398,7.34777021,080201,Douglas,692,94.8,0.3,82,454,156,11.8,65.6,22.5,84,221,387,12.1,31.9,55.9,0,0,277,95,52,18,48,1,2,1,7,2,0,29,140,8,6,0,5,1,660,90.4,0.3,77,439,144,77,185,398,11.7,66.5,21.8,11.7,28,60.3,0,0,278,93,29,3,52,6,0,0,8,6,0,28,143,10,0,0,4,0,{58B154F1-BDB9-4EDB-A20E-E31C5E9030A6},
720,13097080506,13097,"Census Tract 805.06, Douglas County",5343,419,ARC 10,4539.41992188,3.58055997,4543,7.09284019,0.00559463,7.09844017,080506,Douglas,1021,143.8,0.4,199,609,213,19.5,59.6,20.9,355,383,283,34.8,37.5,27.7,0,0,0,11,0,8,165,6,4,2,15,9,5,16,294,432,0,39,13,2,1076,151.5,0.49,206,663,207,352,398,326,19.1,61.6,19.2,32.7,37,30.3,0,0,0,20,1,10,159,11,0,0,14,5,3,25,313,466,0,36,12,1,{9DD533BA-3831-4D39-8864-5DF76CEDCD7E},
721,13097080505,13097,"Census Tract 805.05, Douglas County",4753,369,ARC 10,2449.2199707,0,2449.2199707,3.82691002,0,3.82691002,080505,Douglas,1934,508.9,1,649,976,309,33.6,50.5,16,856,822,256,44.3,42.5,13.2,0,0,0,36,0,51,828,17,23,49,26,37,1,242,50,139,5,383,45,2,1713,450.8,0.77,564,833,316,652,760,301,32.9,48.6,18.4,38.1,44.4,17.6,1,0,0,90,0,31,797,4,1,37,47,35,0,65,38,140,56,304,67,0,{B7C5F969-BCBE-4F27-98C6-CF80044E8F08},
722,13097080202,13097,"Census Tract 802.02, Douglas County",11511,1074,ARC 10,3720.98999023,25.83760071,3746.82006836,5.8140502,0.0403713,5.85441017,080202,Douglas,688,116.6,0.2,160,369,159,23.3,53.6,23.1,238,234,216,34.6,34,31.4,0,20,0,60,42,13,83,12,4,11,14,30,1,30,153,72,1,118,21,3,718,121.7,0.32,170,384,164,224,252,242,23.7,53.5,22.8,31.2,35.1,33.7,0,30,0,52,37,10,68,11,0,8,17,51,0,43,179,70,1,109,32,0,{BA046B47-216A-49E0-9ED5-2EC02A8A0152},
723,13097080507,13097,"Census Tract 805.07, Douglas County",3734,337,ARC 10,6224.89990234,52.14220047,6277.04003906,9.72640991,0.0814722,9.80786991,080507,Douglas,175,17.9,0.1,62,75,38,35.4,42.9,21.7,74,49,52,42.3,28,29.7,0,0,0,34,0,6,22,3,0,2,2,3,0,33,1,0,0,66,3,0,176,18,0.08,63,85,28,91,54,31,35.8,48.3,15.9,51.7,30.7,17.6,0,0,0,34,0,3,18,3,0,9,0,4,0,13,0,0,0,82,10,0,{4D2A79B2-9F17-4D6C-AAB5-C865DFCCC500},
724,13097080402,13097,"Census Tract 804.02, Douglas County",7915,646,ARC 10,27700.09960938,78.02230072,27778.09960938,43.28139877,0.12191,43.40330124,080402,Douglas,464,10.7,0.1,69,294,101,14.9,63.4,21.8,112,152,200,24.1,32.8,43.1,3,0,0,94,29,59,11,12,3,5,10,32,0,38,137,3,19,1,5,3,410,9.4,0.19,62,259,89,119,117,174,15.1,63.2,21.7,29,28.5,42.4,0,0,0,115,24,11,20,15,2,7,11,22,0,27,124,2,22,0,8,0,{A32742B0-2CD4-427C-9A22-91389C9DC476},
725,13097080301,13097,"Census Tract 803.01, Douglas County",12471,862,ARC 10,5533.27001953,14.26589966,5547.52978516,8.64573002,0.0222905,8.66802025,080301,Douglas,1627,187,0.4,270,1014,343,16.6,62.3,21.1,234,618,775,14.4,38,47.6,0,0,0,275,676,176,49,12,44,10,7,30,0,27,90,67,7,81,64,12,1734,199.3,0.78,278,1071,385,248,696,790,16,61.8,22.2,14.3,40.1,45.6,0,1,0,274,731,189,50,18,63,10,6,28,0,42,104,81,1,82,44,10,{D7037CF6-929B-401C-BFEB-2B6AA798C2D7},
726,13089980000,13089,"Census Tract 9800, DeKalb County",0,13,ARC 10,158.60299683,23.78240013,182.38600159,0.24781699,0.03716,0.284978,980000,DeKalb,181,,2.5,53,92,36,29.3,50.8,19.9,58,105,18,32,58,9.9,0,0,0,0,0,0,0,0,0,2,0,1,0,6,0,0,172,0,0,0,163,,0.07,40,91,32,47,88,28,24.5,55.8,19.6,28.8,54,17.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0,0,0,{C93CD5EC-8902-4CCD-815E-8DFF49D7CFBE},
727,13089023428,13089,"Census Tract 234.28, DeKalb County",10126,851,ARC 10,1877.43994141,55.81639862,1933.25,2.93350005,0.0872131,3.02069998,023428,DeKalb,666,222,0.2,243,330,93,36.5,49.5,14,297,256,113,44.6,38.4,17,0,0,0,0,0,10,222,2,10,18,17,8,0,6,95,37,0,238,3,0,679,226.3,0.31,241,339,99,297,267,115,35.5,49.9,14.6,43.7,39.3,16.9,0,0,0,0,12,7,200,2,18,19,2,9,0,5,93,47,0,261,4,0,{DFFFCF64-2E44-434B-9DE6-3E544B1C5195},
728,13089023426,13089,"Census Tract 234.26, DeKalb County",4601,525,ARC 10,1320.48999023,25.68190002,1346.17004395,2.06327009,0.040128,2.10338998,023426,DeKalb,166,79,0.1,21,106,39,12.7,63.9,23.5,41,60,65,24.7,36.1,39.2,0,0,0,1,0,2,4,0,0,0,0,6,0,9,139,4,1,0,0,0,160,76.2,0.07,18,101,41,30,67,63,11.3,63.1,25.6,18.8,41.9,39.4,0,0,0,0,0,0,6,0,0,1,1,4,0,3,133,10,2,0,0,0,{EDD5E4AE-81B8-4584-8369-1D468837FBFF},
729,13089021502,13089,"Census Tract 215.02, DeKalb County",4370,430,ARC 10,874.83599854,0.43095201,875.26702881,1.36693001,0.00067336,1.36759996,021502,DeKalb,4507,3219.3,2,734,2784,989,16.3,61.8,21.9,743,1591,2173,16.5,35.3,48.2,0,0,0,177,66,100,218,9,91,174,146,656,16,404,113,1062,186,239,347,503,4707,3362.1,2.13,861,2846,1000,840,1578,2289,18.3,60.5,21.2,17.8,33.5,48.6,3,0,0,158,71,129,222,71,111,158,164,547,280,345,168,1231,184,289,125,451,{D1A200DD-9439-4D65-86F7-B878D529123F},
730,13089022302,13089,"Census Tract 223.02, DeKalb County",4397,331,ARC 10,884.05401611,0,884.05401611,1.38133001,0,1.38133001,022302,DeKalb,1387,990.7,0.7,422,704,261,30.4,50.8,18.8,609,475,303,43.9,34.2,21.8,0,0,0,3,7,32,644,9,64,79,18,23,1,36,199,87,3,151,28,3,1434,1024.3,0.65,465,705,264,631,470,333,32.4,49.2,18.4,44,32.8,23.2,0,0,0,10,5,4,657,4,67,101,16,34,0,42,188,82,4,185,35,0,{2D5129EF-59F5-4EB1-BF42-2CF393151D7E},
731,13089022007,13089,"Census Tract 220.07, DeKalb County",4043,439,ARC 10,296.6539917,0,296.6539917,0.46352199,0,0.46352199,022007,DeKalb,371,742,0.3,62,234,75,16.7,63.1,20.2,123,140,108,33.2,37.7,29.1,0,0,0,3,1,4,89,10,3,1,111,11,0,42,1,85,0,2,7,1,395,790,0.18,68,257,70,112,177,106,17.2,65.1,17.7,28.4,44.8,26.8,0,0,0,2,0,0,102,6,0,0,116,6,0,49,1,95,0,6,12,0,{79739778-67F9-4F76-BD62-135689D4A5BB},
732,13089021602,13089,"Census Tract 216.02, DeKalb County",3776,350,ARC 10,788.05200195,0,788.05200195,1.23133004,0,1.23133004,021602,DeKalb,487,405.8,0.3,122,252,113,25.1,51.7,23.2,207,161,119,42.5,33.1,24.4,0,0,0,18,4,4,91,0,42,13,23,44,4,13,2,101,5,110,12,1,518,431.7,0.23,111,289,118,198,165,155,21.4,55.8,22.8,38.2,31.9,29.9,0,0,0,16,2,3,69,0,52,12,14,52,5,6,6,161,2,108,10,0,{DB73EF88-F9E3-4068-943D-144A1E32CA82},
733,13089023803,13089,"Census Tract 238.03, DeKalb County",5419,535,ARC 10,1220.34997559,1.55799997,1221.90002441,1.90680003,0.00243437,1.90921998,023803,DeKalb,173,91.1,0.1,32,88,53,18.5,50.9,30.6,52,73,48,30.1,42.2,27.7,0,0,0,1,0,5,19,5,2,1,1,14,0,2,52,46,2,23,0,0,178,93.7,0.08,24,103,51,37,79,62,13.5,57.9,28.7,20.8,44.4,34.8,1,0,0,1,0,6,21,11,7,0,0,17,0,0,60,38,2,14,0,0,{08D6DB92-E956-42C5-B5E9-545A52B5299F},
734,13089022402,13089,"Census Tract 224.02, DeKalb County",5952,450,ARC 10,768.47601318,23.10460091,791.58099365,1.20073998,0.0361009,1.23685002,022402,DeKalb,24001,20000.8,29.2,5126,14007,4868,21.4,58.4,20.3,4214,5706,14081,17.6,23.8,58.7,0,0,0,2,73,7,70,0,140,116,34,491,39,445,13497,8172,22,455,227,211,24316,20263.3,10.99,5361,13996,4959,4178,5527,14611,22,57.6,20.4,17.2,22.7,60.1,0,0,0,0,75,24,107,0,25,18,20,189,1,246,13818,9288,40,288,35,142,{E0A768ED-F362-4D7A-9639-D40E4FA41AF0},
735,13089022700,13089,"Census Tract 227, DeKalb County",4732,341,ARC 10,556.68200684,0,556.68200684,0.86981601,0,0.86981601,022700,DeKalb,974,1082.2,0.4,171,577,226,17.6,59.2,23.2,287,396,291,29.5,40.7,29.9,0,0,0,75,0,11,10,1,45,6,13,44,0,35,287,241,4,152,48,2,930,1033.3,0.42,165,543,222,263,390,277,17.7,58.4,23.9,28.3,41.9,29.8,0,0,0,90,3,9,7,0,26,2,11,30,0,38,285,230,14,168,17,0,{4B9168AD-704A-4858-A480-513540EC31B3},
736,13089022403,13089,"Census Tract 224.03, DeKalb County",3806,260,ARC 10,1213.94995117,2.22641993,1216.18005371,1.89680004,0.00347878,1.90028,022403,DeKalb,751,395.3,0.4,261,365,125,34.8,48.6,16.6,285,310,156,37.9,41.3,20.8,0,0,0,8,15,21,41,2,15,22,7,19,0,3,74,175,50,280,19,0,674,354.7,0.3,266,316,92,285,254,135,39.5,46.9,13.6,42.3,37.7,20,0,0,0,9,32,26,35,0,6,14,6,48,0,2,7,177,43,250,19,0,{DEF01890-201D-4191-96B1-6A1BA0265D46},
737,13089023425,13089,"Census Tract 234.25, DeKalb County",5183,825,ARC 10,1235.97998047,34.52700043,1270.51000977,1.93122005,0.0539484,1.98517001,023425,DeKalb,994,497,0.4,302,501,191,30.4,50.4,19.2,415,341,238,41.8,34.3,23.9,0,0,0,0,0,66,331,2,3,54,0,15,0,9,235,22,1,237,17,2,950,475,0.43,273,480,197,345,337,268,28.7,50.5,20.7,36.3,35.5,28.2,0,0,0,12,0,71,336,0,0,56,0,13,0,9,245,23,0,175,10,0,{D1B93B82-6780-469B-99D0-2066608D2447},
