OBJECTID,TRACTCE10,GEOID10,NAME10,PLNG_REGIO,Pop_wHealth_Insurance,Pct_Pop_wHealth_Ins,Pop_wPriv_Health_Ins,Pct_Pop_wPriv_Health_Ins,Population_with_public_coverage,Pct_Pop_wPub_Health_Ins,Pop_wNo_Health_Ins,Pct_Pop_wNo_Health_Ins,Pop_u18_wNo_Health_Ins,Pct_Pop_u18_wNo_Health_Ins,Pop_18to64_Employed,Pop_18to64_Empl_wNo_Health_Ins,Pct_Pop_18to64_Emp_wNo_Hlth_Ins,Pop_18to64_Unemployed,Pop_18to64_Unemp_wNo_Health_Ins,Pct_Pop_18to64_Unemp_No_HlthIns,Pop_18to64_Not_in_Labor_Force,Pop_18to64_Not_LabFor_NoHlthIns,PctPop_18to64_NotLFor_NoHlthIns,GlobalID,last_edited_date
256,040616,13063040616,406.16,ARC 10,6309,75.7,4254,51.1,2376,28.5,2022,24.3,372,15.7,3934,918,23.3,507,315,62.1,869,321,36.9,{EDC3B1A6-CACF-46C0-88F1-DAE6126A6277},
257,040526,13063040526,405.26,ARC 10,4946,77.9,2403,37.9,2935,46.2,1400,22.1,215,9.2,2331,819,35.1,526,208,39.5,655,158,24.1,{800C6CF8-878E-4D80-9EBE-9FE37B8EB7B7},
258,040525,13063040525,405.25,ARC 10,2219,81.5,1388,51,1028,37.7,505,18.5,128,13.9,1019,178,17.5,125,58,46.4,412,141,34.2,{99E771E6-8722-4CF1-9D58-6C33C519E9D0},
259,040524,13063040524,405.24,ARC 10,5520,76.6,4109,57,1906,26.5,1685,23.4,462,24,3474,793,22.8,422,181,42.9,798,185,23.2,{A63FB68B-14C9-485B-BD9B-1CC606A0A2E2},
260,040416,13063040416,404.16,ARC 10,3253,77.9,1564,37.4,2039,48.8,924,22.1,179,10.4,1374,463,33.7,93,84,90.3,574,150,26.1,{FC50EC7A-426F-4A8C-8E14-F312EDCEA9DB},
261,040306,13063040306,403.06,ARC 10,2056,50.7,688,17,1427,35.2,2001,49.3,420,27.9,1520,954,62.8,425,347,81.6,472,280,59.3,{2EC8594B-7737-4178-B246-FCFFA7FA006E},
262,040516,13063040516,405.16,ARC 10,4648,77.1,2621,43.5,2518,41.7,1384,22.9,234,12,2355,529,22.5,544,309,56.8,771,312,40.5,{7A49D602-3CE4-4F8B-917A-0A7DADB31CD3},
263,040509,13063040509,405.09,ARC 10,3763,80,2870,61,1287,27.4,941,20,31,2.7,2100,387,18.4,466,313,67.2,554,210,37.9,{B7CE4A1B-5FAB-4302-B9A0-0D549887FD42},
264,040202,13063040202,402.02,ARC 10,1966,78.8,983,39.4,1120,44.9,528,21.2,39,5.2,1018,286,28.1,244,59,24.2,384,144,37.5,{728B7A65-BB32-4565-9D67-425785E66B8E},
265,040518,13063040518,405.18,ARC 10,3418,66.7,1671,32.6,1932,37.7,1706,33.3,327,18.7,1986,749,37.7,316,214,67.7,830,411,49.5,{A8DDE2CF-7B3D-4EDF-A656-A8D1BA8E05C4},
266,040515,13063040515,405.15,ARC 10,5753,74,3750,48.2,2455,31.6,2024,26,192,10,3170,763,24.1,838,472,56.3,1295,533,41.2,{FFC7E986-3691-4A84-B65C-BD7B321E10A8},
267,040513,13063040513,405.13,ARC 10,3780,79.2,2707,56.7,1805,37.8,993,20.8,177,16,1835,375,20.4,363,191,52.6,750,250,33.3,{FDA78779-5126-4F84-9633-CA369F25A8C5},
268,070403,13151070403,704.03,ARC 10,8652,81.1,6564,61.6,2898,27.2,2010,18.9,163,5,4221,966,22.9,544,335,61.6,1633,511,31.3,{C233FA94-E15D-4128-96BB-44C2A126C5D1},
269,070307,13151070307,703.07,ARC 10,3975,90,3179,72,1461,33.1,442,10,123,11.3,1824,166,9.1,275,53,19.3,558,100,17.9,{3C42275B-5EB2-4505-9740-DB48A8552886},
270,070113,13151070113,701.13,ARC 10,2875,75.2,2010,52.6,1279,33.5,946,24.8,68,7.2,1516,466,30.7,197,136,69,762,276,36.2,{D292357B-5528-4F8D-94FE-B9F5395154B6},
